passage,question_number,question,mc_answer1,mc_answer2,mc_answer3,mc_answer4,correct_answer_num,translated_passage,translated_question,translated_mc_answer1,translated_mc_answer2,translated_mc_answer3,translated_mc_answer4
"Longstanding political tensions from the 27 year rule of William Tubman resulted in a military coup in 1980 that overthrew the leadership soon after his death, marking the beginning of political instability. Five years of military rule by the People's Redemption Council and five years of civilian rule by the National Democratic Party of Liberia were followed by the First and Second Liberian Civil Wars. These resulted in the deaths and displacement of more than half a million people and devastated Liberia's economy. A peace agreement in 2003 led to democratic elections in 2005. Recovery proceeds but about 85% of the population live below the international poverty line.",476,When did a military coup occur in Liberia?,1980,First,William Tubman,the People's Redemption Council,1,"Longstanding political tensions ካብ እቲ 27 ዓመት ስርዓት ካብ William Tubman resulted አብ ውሽጢ ሓደ ወተሃደራዊ ኣገልግሎት coup አብ ውሽጢ 1980 እቲ overthrew እቲ leadership አብ ቀረባ ድሕሪ ናቱ ,ሞት marking እቲ መጀመርታ ካብ political .instability ሓሙሽተ ዓመታት ካብ ወተሃደራዊ ኣገልግሎት ስርዓት ብ እቲ 'People's መድሕን ዋዕላ እና ሓሙሽተ ዓመታት ካብ civilian ስርዓት ብ እቲ ሃገራዊ Democratic ጓይላ ካብ Liberia ኔሮም followed ብ እቲ መጀመርታ እና ካልኣይ Liberian Civil .Wars እዚ resulted አብ ውሽጢ እቲ deaths እና displacement ካብ ቡዙሕ ካብ ፍርቂ ሓደ ሚልዮን ህዝቢ እና ዝተደቘሰ 'Liberia's .ቁጠባ ሓደ ሰላም ውዕሊ አብ ውሽጢ 2003 መረሐ ናብ democratic elections አብ ውሽጢ .2005 ምሕዋይ proceeds ግን ብዝዕባ %85 ካብ እቲ በዝሒ ህዝቢ ንበር ትሕቲ እቲ ዓለም ለኻዊ ድኽነት .መስመር",መዓዝ ግቡር ሓደ ወተሃደራዊ ኣገልግሎት coup ይፍፀም አብ ውሽጢ ?Liberia,1980,መጀመርታ,William Tubman,እቲ 'People's መድሕን ዋዕላ
"The foundation stone of the city was laid by George V, Emperor of India during the Delhi Durbar of 1911. It was designed by British architects, Sir Edwin Lutyens and Sir Herbert Baker. The new capital was inaugurated on 13 February 1931, by India's Viceroy Lord Irwin.",477,Who laid the foundation stone of Delhi?,India,the Delhi Durbar,"George V, Emperor",1911,3,"እቲ መሰረት እምኒ ካብ እቲ ከተማ ኔሩ ዝደቀሰ ብ George ,V Emperor ካብ ህንዲ አብ እዋን እቲ Delhi Durbar ካብ .1911 እቲ ነገር ኔሩ designed ብ British ,architects ሃለቃ Edwin Lutyens እና ሃለቃ Herbert .Baker እቲ ሓድሽ ሃብቲ ኔሩ inaugurated አብ ልዕሊ 13 ለካቲት ,1931 ብ 'India's Viceroy ኣምላኽ .Irwin",መን ዝደቀሰ እቲ መሰረት እምኒ ካብ ?Delhi,ህንዲ,እቲ Delhi Durbar,"George ,V Emperor",1911
"Although testing can determine the correctness of software under the assumption of some specific hypotheses (see hierarchy of testing difficulty below), testing cannot identify all the defects within software. Instead, it furnishes a criticism or comparison that compares the state and behavior of the product against oracles—principles or mechanisms by which someone might recognize a problem. These oracles may include (but are not limited to) specifications, contracts, comparable products, past versions of the same product, inferences about intended or expected purpose, user or customer expectations, relevant standards, applicable laws, or other criteria.",478,What can determine the correctness of software?,eleven-plus.n.01,testing,control.v.05,float.v.04,2,"ዋላ እኳ testing ይኽእል ርኸብ እቲ correctness ካብ ሶፍትዌር ትሕቲ እቲ ግምት ካብ ንእሽተይ ዝተወሰነ hypotheses (ረአ መራሕቲ ሃይማኖት ካብ testing difficulty ),ትሕቲ testing cannot ኣለሊ ኩሎም እቲ defects አብ ውሽጢ .ሶፍትዌር ,ከክንዲ እቲ ነገር furnishes ሓደ ወቐሳ ወይ ምውድዳር እቲ compares እቲ ግዝኣት እና ፀባይ ካብ እቲ ፍርያት ተቃራኒ oracles—principles ወይ mechanisms ብ አየናይ ሓደ ሰብ ይኸዉን ምልላይ ሓደ .ፀገም እዚ oracles ተዝኸዉን ይሓውስ (ግን እዮም ዘይኮነ limited )ናብ ,specifications ,contracts comparable ,products ሕሉፍ versions ካብ እቲ ማዕረ ,ፍርያት inferences ብዝዕባ ዝተዳለወ ወይ ዝፅበ ,ዕላማ user ወይ ዓሚል ,expectations ጠቃሚ ,standards applicable ,laws ወይ ካልእ .መለክዒ",እንታይ ይኽእል ርኸብ እቲ correctness ካብ ?ሶፍትዌር,-..eleven-plus.n.01,testing,..control.v.05,..float.v.04
"As at most other universities, Notre Dame's students run a number of news media outlets. The nine student-run outlets include three newspapers, both a radio and television station, and several magazines and journals. Begun as a one-page journal in September 1876, the Scholastic magazine is issued twice monthly and claims to be the oldest continuous collegiate publication in the United States. The other magazine, The Juggler, is released twice a year and focuses on student literature and artwork. The Dome yearbook is published annually. The newspapers have varying publication interests, with The Observer published daily and mainly reporting university and other news, and staffed by students from both Notre Dame and Saint Mary's College. Unlike Scholastic and The Dome, The Observer is an independent publication and does not have a faculty advisor or any editorial oversight from the University. In 1987, when some students believed that The Observer began to show a conservative bias, a liberal newspaper, Common Sense was published. Likewise, in 2003, when other students believed that the paper showed a liberal bias, the conservative paper Irish Rover went into production. Neither paper is published as often as The Observer; however, all three are distributed to all students. Finally, in Spring 2008 an undergraduate journal for political science research, Beyond Politics, made its debut.",479,When was the Scholastic magazine first published?,Beyond Politics,September 1876,Notre Dame,Juggler,2,"ከም ኣብ ብጥዕሚ ካልእ ,universities Notre 'Dame's students ጉየ ሓደ ቑጽሪ ካብ ዜና media .outlets እቲ ትሸዓተ -student-run outlets ይሓውስ ሰለስተ ,newspapers ክልቲኡ ሓደ radio እና television ,ጣብያ እና ቡዙሓት magazines እና .journals Begun ከም ሓደ -one-page journal አብ ውሽጢ መስከረም ,1876 እቲ Scholastic ጋዜጣ እዩ issued ኽልተ ግዜ monthly እና claims ናብ ኩን እቲ oldest continuous collegiate publication አብ ውሽጢ እቲ United .States እቲ ካልእ ,ጋዜጣ እቲ ,Juggler እዩ ተለቒቑ ኽልተ ግዜ ሓደ ዓመት እና focuses አብ ልዕሊ ተምሃራይ ስነ ጽሑፍ እና .artwork እቲ Dome yearbook እዩ published .annually እቲ newspapers ኣለኒ varying publication ,interests ምስ እቲ Observer published መዓልታዊ እና mainly reporting ዩኒቨርሲቲ እና ካልእ ,ዜና እና staffed ብ students ካብ ክልቲኡ Notre Dame እና Saint 'Mary's .ኮሌጅ Unlike Scholastic እና እቲ ,Dome እቲ Observer እዩ ሓደ ዓርሱ ዝኸኣለ publication እና ምግባር ዘይኮነ ኣለኒ ሓደ faculty advisor ወይ ዝኾነ editorial oversight ካብ እቲ .ዩኒቨርሲቲ አብ ውሽጢ ,1987 መዓዝ ንእሽተይ students believed እቲ እቲ Observer ጀሚሩ ናብ አርኢ ሓደ ዓቃቢ ,ኣድልዎ ሓደ liberal ,newspaper ልሙድ ትርጉም ኔሩ .published ,ከምኡውን አብ ውሽጢ ,2003 መዓዝ ካልእ students believed እቲ እቲ ወረቐት showed ሓደ liberal ,ኣድልዎ እቲ ዓቃቢ ወረቐት Irish Rover ኬዱ ናብ ውሽጢ .ምህርቲ ዋላ ወረቐት እዩ published ከም ኩል ግዘ ከም እቲ ;Observer ,ዋላኳ ተኾነ ኩሎም ሰለስተ እዮም distributed ናብ ኩሎም .students ,ኣብ መወዳእታ አብ ውሽጢ ፅድያ 2008 ሓደ undergraduate journal ን political ሳይንስ ,ፅንዓት ብልዕሊ ,Politics ዝተሰርሐ ናቱ .debut",መዓዝ ኔሩ እቲ Scholastic ጋዜጣ መጀመርታ ?published,ብልዕሊ Politics,መስከረም 1876,Notre Dame,Juggler
"The Ministry of Defence (MoD) is the British government department responsible for implementing the defence policy set by Her Majesty's Government, and is the headquarters of the British Armed Forces.",480,What is the governing body of the British Armed Forces?,British,MoD,The Ministry of Defence,the British Armed Forces,3,"እቲ Ministry ካብ Defence ()MoD እዩ እቲ British መንግስቲ ክፍሊ ሓላፍነት ዝወስድ ን implementing እቲ defence ፖሊሲ ፅምዲ ብ ንሳ 'Majesty's ,መንግስቲ እና እዩ እቲ headquarters ካብ እቲ British Armed .Forces",እንታይ እዩ እቲ governing ሰውነት ካብ እቲ British Armed ?Forces,British,MoD,እቲ Ministry ካብ Defence,እቲ British Armed Forces
"The university's first chancellor was Joseph Gibson Hoyt. Crow secured the university charter from the Missouri General Assembly in 1853, and Eliot was named President of the Board of Trustees. Early on, Eliot solicited support from members of the local business community, including John O'Fallon, but Eliot failed to secure a permanent endowment. Washington University is unusual among major American universities in not having had a prior financial endowment. The institution had no backing of a religious organization, single wealthy patron, or earmarked government support.",481,What body provided the charter to Washington University?,first,Eliot,the Missouri General Assembly,American,3,"እቲ 'university's መጀመርታ chancellor ኔሩ Joseph Gibson .Hoyt ኳኽ secured እቲ ዩኒቨርሲቲ charter ካብ እቲ Missouri ሓፈሻዊ ኣኼባ አብ ውሽጢ ,1853 እና Eliot ኔሩ named ፕረዝደንት ካብ እቲ ፀፊሕ ጣውላ ካብ .Trustees ብግዘ ,አብ ልዕሊ Eliot solicited ሓገዝ ካብ members ካብ እቲ ወሽጣዊ ስራሕቲ ንግዲ ,ማሕበረሰብ ይሓውስ John ',O'Fallon ግን Eliot ወዲቑ ናብ ውሑስ ሓደ ቀዋሚ .endowment Washington ዩኒቨርሲቲ እዩ ዘይተለመደ ካብዞም ዋና American universities አብ ውሽጢ ዘይኮነ ምህላው ዝነበረ ሓደ ቅድሚያ ፋይናንሳዊ .endowment እቲ institution ዝነበረ አይኮንን backing ካብ ሓደ ሃይማኖታዊ ,ውድብ ነፀላ ሃብታም ,patron ወይ earmarked መንግስቲ .ሓገዝ",እንታይ ሰውነት ተዳልዩ እቲ charter ናብ Washington ?ዩኒቨርሲቲ,መጀመርታ,Eliot,እቲ Missouri ሓፈሻዊ ኣኼባ,American
"By the twentieth century, the U.S. Army had mobilized the U.S. Volunteers on four separate occasions during each of the major wars of the nineteenth century. During World War I, the ""National Army"" was organized to fight the conflict, replacing the concept of U.S. Volunteers. It was demobilized at the end of World War I, and was replaced by the Regular Army, the Organized Reserve Corps, and the State Militias. In the 1920s and 1930s, the ""career"" soldiers were known as the ""Regular Army"" with the ""Enlisted Reserve Corps"" and ""Officer Reserve Corps"" augmented to fill vacancies when needed.",482,During what century did the U.S. Army mobilize the Volunteers?,the Organized Reserve Corps,four,"the ""Enlisted Reserve Corps",the twentieth century,4,"ብ እቲ twentieth ,ዘመን እቲ ..U.S ሰራዊት ዝነበረ mobilized እቲ ..U.S Volunteers አብ ልዕሊ ዓርባዕተ ፍለ occasions አብ እዋን ሕድሕድ ካብ እቲ ዋና wars ካብ እቲ nineteenth .ዘመን አብ እዋን ዓለም ውግእ ,ኣነ እቲ ""ሃገራዊ ""ሰራዊት ኔሩ organized ናብ ባእሲ እቲ ,ባእሲ replacing እቲ ጭብጢ ካብ ..U.S .Volunteers እቲ ነገር ኔሩ demobilized ኣብ እቲ መወዳእታ ካብ ዓለም ውግእ ,ኣነ እና ኔሩ replaced ብ እቲ ልሙድ ,ሰራዊት እቲ Organized ምቕማጥ ,Corps እና እቲ ግዝኣት .Militias አብ ውሽጢ እቲ 1920s እና ,1930s እቲ """"ሞያ soldiers ኔሮም ፍሉጥ ከም እቲ ""ልሙድ ""ሰራዊት ምስ እቲ ""Enlisted ምቕማጥ ""Corps እና ""Officer ምቕማጥ ""Corps augmented ናብ ምላእ vacancies መዓዝ .needed",አብ እዋን እንታይ ዘመን ግቡር እቲ ..U.S ሰራዊት mobilize እቲ ?Volunteers,እቲ Organized ምቕማጥ Corps,ዓርባዕተ,"እቲ ""Enlisted ምቕማጥ Corps",እቲ twentieth ዘመን
"At the beginning of the 19th century the Ottoman Empire included all of the Balkan Peninsula north to the southern edge of the Hungarian Plain, but by 1914 had lost all of it except Constantinople and Eastern Thrace to the rise of Balkan nationalism, which saw the independence of Greece, Serbia, the Danubian Principalities and Bulgaria. Up until 1912 the Ottomans retained a band of territory including Albania, Macedonia and Thrace, which were lost in the two Balkan Wars of 1912–13.",483,What peninsula was part of the Ottoman empire at the start of the 19th century?,1912–13,1912,Balkan,Thrace,3,"ኣብ እቲ መጀመርታ ካብ እቲ 19th ዘመን እቲ Ottoman Empire included ኩሎም ካብ እቲ Balkan Peninsula ሰሜን ናብ እቲ southern ጫፍ ካብ እቲ Hungarian ,ጎልጎል ግን ብ 1914 ዝነበረ ዝጠፈአ ኩሎም ካብ እቲ ነገር ብዘይካ Constantinople እና Eastern Thrace ናብ እቲ ምልዓል ካብ Balkan ,nationalism አየናይ ሪኤ እቲ independence ካብ ,Greece ,Serbia እቲ Danubian Principalities እና .Bulgaria ሓፍ ክሳብ 1912 እቲ Ottomans retained ሓደ ባንድ ካብ ግዝኣት ይሓውስ ,Albania Macedonia እና ,Thrace አየናይ ኔሮም ዝጠፈአ አብ ውሽጢ እቲ ክልተ Balkan Wars ካብ .1912–13",እንታይ peninsula ኔሩ ክፋል ካብ እቲ Ottoman empire ኣብ እቲ ጀምር ካብ እቲ 19th ?ዘመን,1912–13,1912,Balkan,Thrace
"Pesticides are substances meant for attracting, seducing, and then destroying any pest. They are a class of biocide. The most common use of pesticides is as plant protection products (also known as crop protection products), which in general protect plants from damaging influences such as weeds, fungi, or insects. This use of pesticides is so common that the term pesticide is often treated as synonymous with plant protection product, although it is in fact a broader term, as pesticides are also used for non-agricultural purposes. The term pesticide includes all of the following: herbicide, insecticide, insect growth regulator, nematicide, termiticide, molluscicide, piscicide, avicide, rodenticide, predacide, bactericide, insect repellent, animal repellent, antimicrobial, fungicide, disinfectant (antimicrobial), and sanitizer.",484,"What substances are used to seduce, eat, and destroy pests?",pediculicide.n.01,pesticides,sheep dip.n.01,arsenical.n.01,2,"Pesticides እዮም substances ናይ ብሓቂ ን ,attracting ,seducing እና ሽዑ destroying ዝኾነ .pest ንሶም እዮም ሓደ ክፍሊ ካብ .biocide እቲ ብጥዕሚ ልሙድ ጥቅሚ ካብ pesticides እዩ ከም ተኽሊ protection products (እውን ፍሉጥ ከም እኽሊ protection ),products አየናይ አብ ውሽጢ ሓፈሻዊ ሓሉ ተኽልታት ካብ damaging influences ከምዚ ከም ,weeds ,fungi ወይ .insects እዚ ጥቅሚ ካብ pesticides እዩ ስለዚ ልሙድ እቲ እቲ ቃል pesticide እዩ ኩል ግዘ treated ከም synonymous ምስ ተኽሊ protection ,ፍርያት ዋላ እኳ እቲ ነገር እዩ አብ ውሽጢ ሓቂ ሓደ broader ,ቃል ከም pesticides እዮም እውን ዘገልገለ ን -non-agricultural .purposes እቲ ቃል pesticide includes ኩሎም ካብ እቲ :ምኽታል ,herbicide ,insecticide ሓሰኻ ዕቤት ,regulator ,nematicide ,termiticide ,molluscicide ,piscicide ,avicide ,rodenticide ,predacide ,bactericide ሓሰኻ ,repellent እንስሳ ,repellent ,antimicrobial ,fungicide disinfectant (),antimicrobial እና .sanitizer","እንታይ substances እዮም ዘገልገለ ናብ ,seduce ,ብላዕ እና ምጥፋእ ?pests",..pediculicide.n.01,pesticides,በጊዕ ..dip.n.01,..arsenical.n.01
"Heresy is any provocative belief or theory that is strongly at variance with established beliefs or customs. A heretic is a proponent of such claims or beliefs. Heresy is distinct from both apostasy, which is the explicit renunciation of one's religion, principles or cause, and blasphemy, which is an impious utterance or action concerning God or sacred things.",485,What is the term for any belief or theory that is strongly at variance with established beliefs?,albigensianism.n.01,marcionism.n.01,nonconformity.n.02,Heresy,4,"Heresy እዩ ዝኾነ provocative እምነት ወይ ሓሳብ እቲ እዩ strongly ኣብ variance ምስ ዝተመስረተ beliefs ወይ .ልምድታት ሓደ heretic እዩ ሓደ proponent ካብ ከምዚ claims ወይ .beliefs Heresy እዩ ዝጠፈአ ካብ ክልቲኡ ,apostasy አየናይ እዩ እቲ explicit renunciation ካብ 'one's ,ሃይማኖት principles ወይ ,ጠንቂ እና ,blasphemy አየናይ እዩ ሓደ impious utterance ወይ ተግባር concerning ፈጣሪ ወይ ቕዱስ .ነገራት",እንታይ እዩ እቲ ቃል ን ዝኾነ እምነት ወይ ሓሳብ እቲ እዩ strongly ኣብ variance ምስ ዝተመስረተ ?beliefs,..albigensianism.n.01,..marcionism.n.01,..nonconformity.n.02,Heresy
"The dissolution of the Soviet Union was formally enacted on December 26, 1991, as a result of the declaration no. 142-Н of the Soviet of the Republics of the Supreme Soviet of the Soviet Union. The declaration acknowledged the independence of the former Soviet republics and created the Commonwealth of Independent States (CIS), although five of the signatories ratified it much later or not at all. On the previous day, Soviet President Mikhail Gorbachev, the eighth and last leader of the Soviet Union, resigned, declared his office extinct, and handed over its powers – including control of the Soviet nuclear missile launching codes – to Russian President Boris Yeltsin. That evening at 7:32 p.m., the Soviet flag was lowered from the Kremlin for the last time and replaced with the pre-revolutionary Russian flag.",486,How many signatory nations ratified the community of independent states?,five,Mikhail Gorbachev,the Supreme Soviet,the Commonwealth of Independent States,1,"እቲ dissolution ካብ እቲ Soviet Union ኔሩ formally enacted አብ ልዕሊ ታሕሳስ ,26 ,1991 ከም ሓደ ውፅኢት ካብ እቲ declaration .አይኮንን -142-Н ካብ እቲ Soviet ካብ እቲ Republics ካብ እቲ Supreme Soviet ካብ እቲ Soviet .Union እቲ declaration acknowledged እቲ independence ካብ እቲ ናይ ቀደም Soviet republics እና created እቲ Commonwealth ካብ ዓርሱ ዝኸኣለ States (),CIS ዋላ እኳ ሓሙሽተ ካብ እቲ signatories ratified እቲ ነገር ብዙሕ ዳሕራይ ወይ ዘይኮነ ኣብ .ኩሎም አብ ልዕሊ እቲ ዝሓለፈ ,መዓልቲ Soviet ፕረዝደንት Mikhail ,Gorbachev እቲ eighth እና መጨረሻ መራሒ ካብ እቲ Soviet ,Union ,resigned declared ናቱ ቤት-ፅሕፈት ,ምጥፋእ እና handed ልዕሊ ናቱ powers – ይሓውስ ምቁጽጻር ካብ እቲ Soviet nuclear missile launching codes – ናብ Russian ፕረዝደንት Boris .Yeltsin እቲ ምሸት ኣብ :7:32 ..,p.m እቲ Soviet ባንዴራ ኔሩ lowered ካብ እቲ Kremlin ን እቲ መጨረሻ ግዜ እና replaced ምስ እቲ -pre-revolutionary Russian .ባንዴራ",ከመይ ቡዙሕ signatory nations ratified እቲ ማሕበረሰብ ካብ ዓርሱ ዝኸኣለ ?states,ሓሙሽተ,Mikhail Gorbachev,እቲ Supreme Soviet,እቲ Commonwealth ካብ ዓርሱ ዝኸኣለ States
"The term dialect (from Latin dialectus, dialectos, from the ancient Greek word διάλεκτος diálektos, ""discourse"", from διά diá, ""through"" and λέγω legō, ""I speak"") is used in two distinct ways to refer to two different types of linguistic phenomena.",487,How many distinct ways is dialect used?,Greek,διά diá,Latin,two,4,"እቲ ቃል dialect (ካብ Latin ,dialectus ,dialectos ካብ እቲ ጥንታዊ Greek ቃል διάλεκτος ,diálektos """",discourse ካብ διά ,diá """"ብውሽጢ እና λέγω ,legō ""ኣነ "")ተዛረብ እዩ ዘገልገለ አብ ውሽጢ ክልተ ዝጠፈአ ways ናብ ምራሕ ናብ ክልተ ፍሉይ types ካብ linguistic .phenomena",ከመይ ቡዙሕ ዝጠፈአ ways እዩ dialect ?ዘገልገለ,Greek,διά diá,Latin,ክልተ
"Electroluminescence as a phenomenon was discovered in 1907 by the British experimenter H. J. Round of Marconi Labs, using a crystal of silicon carbide and a cat's-whisker detector. Soviet inventor Oleg Losev reported creation of the first LED in 1927. His research was distributed in Soviet, German and British scientific journals, but no practical use was made of the discovery for several decades. Kurt Lehovec, Carl Accardo and Edward Jamgochian, explained these first light-emitting diodes in 1951 using an apparatus employing SiC crystals with a current source of battery or pulse generator and with a comparison to a variant, pure, crystal in 1953.",488,When was Electroluminescence discovered?,Oleg Losev,first,SiC,1907,4,"Electroluminescence ከም ሓደ ኽስተት ኔሩ discovered አብ ውሽጢ 1907 ብ እቲ British experimenter .H .J ዓንኬል ካብ Marconi ,Labs using ሓደ crystal ካብ silicon carbide እና ሓደ '-cat's-whisker .detector Soviet inventor Oleg Losev reported creation ካብ እቲ መጀመርታ መረሐ አብ ውሽጢ .1927 ናቱ ፅንዓት ኔሩ distributed አብ ውሽጢ ,Soviet German እና British scientific ,journals ግን አይኮንን ብተግባር ጥቅሚ ኔሩ ዝተሰርሐ ካብ እቲ discovery ን ቡዙሓት .decades Kurt ,Lehovec Carl Accardo እና Edward ,Jamgochian explained እዚ መጀመርታ -light-emitting diodes አብ ውሽጢ 1951 using ሓደ apparatus employing SiC crystals ምስ ሓደ እዋናዊ ፍልፍል ካብ ባትሪ ወይ pulse generator እና ምስ ሓደ ምውድዳር ናብ ሓደ ,variant ,ፅሩይ crystal አብ ውሽጢ .1953",መዓዝ ኔሩ Electroluminescence ?discovered,Oleg Losev,መጀመርታ,SiC,1907
"The roots of Presbyterianism lie in the European Reformation of the 16th century; the example of John Calvin's Geneva being particularly influential. Most Reformed churches which trace their history back to Scotland are either presbyterian or congregationalist in government. In the twentieth century, some Presbyterians played an important role in the ecumenical movement, including the World Council of Churches. Many Presbyterian denominations have found ways of working together with other Reformed denominations and Christians of other traditions, especially in the World Communion of Reformed Churches. Some Presbyterian churches have entered into unions with other churches, such as Congregationalists, Lutherans, Anglicans, and Methodists. Presbyterians in the United States came largely from Scotch-Irish immigrants communities, and also from New England Yankee communities that had originally been Congregational but changed because of an agreed-upon ""Plan of Union of 1801"" for frontier areas.",489,Whose Geneva became a significant influence for Presbyterianism?,Plan of Union of 1801,John Calvin's,Scotland,New England Yankee,2,"እቲ roots ካብ Presbyterianism ሓሶት አብ ውሽጢ እቲ European Reformation ካብ እቲ 16th ;ዘመን እቲ ኣብነት ካብ John 'Calvin's Geneva ፍጥረት ብፍላይ .influential ብጥዕሚ Reformed churches አየናይ ኣሰር ናቶም ታሪኽ ዝባን ናብ Scotland እዮም ወይ presbyterian ወይ congregationalist አብ ውሽጢ .መንግስቲ አብ ውሽጢ እቲ twentieth ,ዘመን ንእሽተይ Presbyterians played ሓደ ጠቃሚ ግደ አብ ውሽጢ እቲ ecumenical ,ምንቅስቓስ ይሓውስ እቲ ዓለም ዋዕላ ካብ .Churches ቡዙሕ Presbyterian denominations ኣለኒ ተረኺቡ ways ካብ ምስራሕ ብሓባር ምስ ካልእ Reformed denominations እና Christians ካብ ካልእ ,traditions ብፍላይ አብ ውሽጢ እቲ ዓለም Communion ካብ Reformed .Churches ንእሽተይ Presbyterian churches ኣለኒ entered ናብ ውሽጢ unions ምስ ካልእ ,churches ከምዚ ከም ,Congregationalists ,Lutherans ,Anglicans እና .Methodists Presbyterians አብ ውሽጢ እቲ United States መጺኡ largely ካብ -Scotch-Irish immigrants ,communities እና እውን ካብ ሓድሽ England Yankee communities እቲ ዝነበረ originally ዝነበረ Congregational ግን changed ምኽንያቱ ካብ ሓደ -agreed-upon ""ትልሚ ካብ Union ካብ ""1801 ን frontier .areas",ናይ መን Geneva ኮይኑ ሓደ ግዙፍ ተፅዕኖ ን ?Presbyterianism,ትልሚ ካብ Union ካብ 1801,John 'Calvin's,Scotland,ሓድሽ England Yankee
"Tuberculosis (TB) is an infectious disease usually caused by the bacterium Mycobacterium tuberculosis (MTB). Tuberculosis generally affects the lungs, but can also affect other parts of the body. Most infections do not have symptoms, known as latent tuberculosis. About 10% of latent infections progress to active disease which, if left untreated, kills about half of those infected. The classic symptoms of active TB are a chronic cough with blood-containing sputum, fever, night sweats, and weight loss. The historical term ""consumption"" came about due to the weight loss. Infection of other organs can cause a wide range of symptoms.",490,How many people infected with TB are dead if they're not treated?,night,MTB,TB,about half,4,"Tuberculosis ()TB እዩ ሓደ infectious ሕማም ብልሙድ caused ብ እቲ bacterium Mycobacterium tuberculosis ().MTB Tuberculosis ብሓፈሻ affects እቲ ,ሳንባታት ግን ይኽእል እውን ፅለው ካልእ parts ካብ እቲ .ሰውነት ብጥዕሚ infections ግበር ዘይኮነ ኣለኒ ,ምልክታት ፍሉጥ ከም latent .tuberculosis ብዝዕባ %10 ካብ latent infections ምዕባለ ናብ ንቑሕ ሕማም ,አየናይ እንተ ፀጋም ,untreated kills ብዝዕባ ፍርቂ ካብ እቲኦም .infected እቲ classic ምልክታት ካብ ንቑሕ TB እዮም ሓደ chronic ሰዓል ምስ -blood-containing ,sputum ,ረስኒ ምሸት ,sweats እና ክብደት .ምስኣን እቲ historical ቃል """"ምህላኽ መጺኡ ብዝዕባ መወዳእታ ናብ እቲ ክብደት .ምስኣን ረኽሲ ካብ ካልእ organs ይኽእል ጠንቂ ሓደ ሰፊሕ ግዝፈት ካብ .ምልክታት",ከመይ ቡዙሕ ህዝቢ infected ምስ TB እዮም ምውት እንተ 'they're ዘይኮነ ?treated,ምሸት,MTB,TB,ብዝዕባ ፍርቂ
"When the alloy cools and solidifies (crystallizes), its mechanical properties will often be quite different from those of its individual constituents. A metal that is normally very soft and malleable, such as aluminium, can be altered by alloying it with another soft metal, like copper. Although both metals are very soft and ductile, the resulting aluminium alloy will be much harder and stronger. Adding a small amount of non-metallic carbon to iron produces an alloy called steel. Due to its very-high strength and toughness (which is much higher than pure iron), and its ability to be greatly altered by heat treatment, steel is one of the most common alloys in modern use. By adding chromium to steel, its resistance to corrosion can be enhanced, creating stainless steel, while adding silicon will alter its electrical characteristics, producing silicon steel.",491,What type of metal can be altered by alloying aluminium with copper?,—,—,another soft metal,—,3,"መዓዝ እቲ alloy cools እና solidifies (),crystallizes ናቱ mechanical ኣቕሑት ንመፃእ ኩል ግዘ ኩን ፀጥ ዝበለ ፍሉይ ካብ እቲኦም ካብ ናቱ ውልቀ ሰብ .constituents ሓደ ሓጺን እቲ እዩ normally ብጣዕሚ ልስሉስ እና ,malleable ከምዚ ከም ,aluminium ይኽእል ኩን altered ብ alloying እቲ ነገር ምስ ካልእ ልስሉስ ,ሓጺን ምፍታው .ነሓስ ዋላ እኳ ክልቲኡ metals እዮም ብጣዕሚ ልስሉስ እና ,ductile እቲ resulting aluminium alloy ንመፃእ ኩን ብዙሕ harder እና .stronger Adding ሓደ ንኡስ መጠን ካብ -non-metallic carbon ናብ ሓፂን produces ሓደ alloy ዝተፀወዐ .ሓጺን መወዳእታ ናብ ናቱ -very-high ጥንካረ እና toughness (አየናይ እዩ ብዙሕ higher ካብ ፅሩይ ),ሓፂን እና ናቱ ተኽእሎ ናብ ኩን greatly altered ብ ሙቀት ,ህክምና ሓጺን እዩ ሓደ ካብ እቲ ብጥዕሚ ልሙድ alloys አብ ውሽጢ ዘበናዊ .ጥቅሚ ብ adding chromium ናብ ,ሓጺን ናቱ ተቓውሞ ናብ corrosion ይኽእል ኩን ,enhanced creating stainless ,ሓጺን እስካብ adding silicon ንመፃእ alter ናቱ electrical ,ባህርያት producing silicon .ሓጺን",እንታይ ዓይነት ካብ ሓጺን ይኽእል ኩን altered ብ alloying aluminium ምስ ?ነሓስ,—,—,ካልእ ልስሉስ ሓጺን,—
