passage,question_number,question,mc_answer1,mc_answer2,mc_answer3,mc_answer4,correct_answer_num,translated_passage,translated_question,translated_mc_answer1,translated_mc_answer2,translated_mc_answer3,translated_mc_answer4
"Detroit is the center of a three-county urban area (population 3,734,090, area of 1,337 square miles (3,460 km2), a 2010 United States Census) six-county metropolitan statistical area (2010 Census population of 4,296,250, area of 3,913 square miles [10,130 km2]), and a nine-county Combined Statistical Area (2010 Census population of 5,218,852, area of 5,814 square miles [15,060 km2]). The Detroit–Windsor area, a commercial link straddling the Canada–U.S. border, has a total population of about 5,700,000. The Detroit metropolitan region holds roughly one-half of Michigan's population.",494,What city is the center of the three-county urban area?,"4,296,250",Detroit,"about 5,700,000","5,218,852",2,"ዲትሮይት ማእከል ናይ ሓደ ሰለስተ ኣውራጃታት ከተማዊ ከባቢ (ብዝሒ ህዝቢ 3,734,090 ስፍሓት 1,337 ትርብዒት ማይልስ (3,460 ኪ.ሜ2)፣ 2010 ቆፀራ ህዝቢ ሕቡራት መንግስታት ኣሜሪካ) ሽዱሽተ ኣውራጃዊ ሜትሮፖሊታን ስታቲስቲካዊ ከባቢ (2010 ቆፀራ ህዝቢ 4,296,250፣ 3,913 ትርብዒት [10000))፣ 10013 ስኴርን 1000ን 2010 100000 2010 ዓ.ም. ትሽዓተ ኣውራጃታት ውሁድ ስታቲስቲካዊ ስፍሓት (2010 ቆጸራ ህዝቢ 5,218,852፣ ስፍሓት 5,814 ትርብዒት ማይልስ [15,060 km2])። እቲ ዲትሮይት–ዊንድሶር ዝበሃል ከባቢ፡ ንካናዳ–ኣመሪካ ዝሽፍን ንግዳዊ መላግቦ። ዶብ፣ ብድምር ኣስታት 5,700,000 ህዝቢ ኣለዎ። ዞባ ዲትሮይት ሜትሮፖሊታን ብግምት ፍርቂ ህዝቢ ሚቺጋን ዝሓዘ እዩ።",ማእከል ናይቲ ሰለስተ ኣውራጃታት ዝኾነት ከተማ ኣየነይቲ ከተማ እያ?,"4,296,250",ዲትሮይት,"ኣስታት 5,700,000","5,218,852"
"Between 1791 and 1833, Saint Helena became the site of a series of experiments in conservation, reforestation and attempts to boost rainfall artificially. This environmental intervention was closely linked to the conceptualisation of the processes of environmental change and helped establish the roots of environmentalism.",495,"When did Saint Helena become the site of a series of experiments in conservation, reforestation and attempts to boost rainfall artificially?",Between 1791 and 1833,Saint Helena,—,—,1,ኣብ መንጎ 1791ን 1833ን፡ ቅዱስ ሄለና ኣብ ዕቃበ፡ ዳግመ-ምትዕንቓፍ ተኸታታሊ ፈተነታትን ዝናብ ብኣርቲፊሻል ንምዕባይ ዝግበር ፈተነታትን ዝነበረሉ ቦታ ኰነ። እዚ ከባብያዊ ምትእትታው ምስ ኣምር መስርሕ ለውጢ ከባቢ ብቐረባ ዝተኣሳሰር ኮይኑ፡ ሱር ኣከባብያውነት ንምትካል ሓጊዙ።,ቅድስቲ ሄለና መዓስ እያ ኣብ ዕቃበ፣ ዳግመ-ምትዕንቓፍ ተኸታታሊ ፈተነታት ዝካየደላ ቦታ ኮይና ዝናብ ብኣርቲፊሻል መንገዲ ንምዕባይ ዝተገብረ ፈተነ?,ኣብ መንጎ 1791ን 1833ን,ቅዱስ ሄለና,—,—
"Charleston is the oldest and second-largest city in the U.S. state of South Carolina, the county seat of Charleston County, and the principal city in the Charleston–North Charleston–Summerville Metropolitan Statistical Area. The city lies just south of the geographical midpoint of South Carolina's coastline and is located on Charleston Harbor, an inlet of the Atlantic Ocean formed by the confluence of the Ashley and Cooper Rivers, or, as is locally expressed, ""where the Cooper and Ashley Rivers come together to form the Atlantic Ocean.""",496,What rank does Charleston have among the oldest cities in the US?,time.n.04,the Atlantic Ocean,second,Ashley Rivers,3,"ቻርለስተን ኣብ ኣመሪካ ግዝኣት ደቡብ ካሮላይና፡ መንበር ካውንቲ ቻርለስተን ካውንቲ፡ ከምኡ’ውን ኣብ ቻርለስተን–ኖርዝ ቻርለስተን–ሳምመርቪል ሜትሮፖሊታን ስታቲስቲካዊ ከባቢ፡ እታ ዝነውሐትን ካልኣይቲ ዝዓበየትን ከተማ እያ። እታ ከተማ ካብ ጂኦግራፍያዊ ማእከላይ ነጥቢ ገማግም ባሕሪ ደቡብ ካሮላይና ንደቡብ ቁሩብ ርሒቑ ዝርከብ ኮይኑ፡ ኣብ ሃርበር ቻርለስተን ዝርከብ ኮይኑ፡ ኣብቲ ብመተሓላለፊ ሩባታት ኣሽሊን ኩፐርን ዝቖመ መእተዊ ኣትላንቲክ ውቅያኖስ ትርከብ፡ ወይ ድማ ከምቲ ኣብ ከባቢኻ ዝተገልጸ፡ ""እቲ ሩባታት ኩፐርን ኣሽሊን ብሓባር ዝቖጽሩሉ ቦታ ኣትላንቲክ ውቅያኖስ ዝፈጥሩሉ""።",ቻርለስተን ካብተን ኣብ ኣሜሪካ ዝነበራ ናይ ቀደም ከተማታት እንታይ መዓርግ ኣለዎ?,ግዜ.N.04,እቲ ኣትላንቲክ ውቅያኖስ .,ካልኣይ,ኣሽሊ ሪቨርስ
"Compression is useful because it helps reduce resource usage, such as data storage space or transmission capacity. Because compressed data must be decompressed to use, this extra processing imposes computational or other costs through decompression; this situation is far from being a free lunch. Data compression is subject to a space–time complexity trade-off. For instance, a compression scheme for video may require expensive hardware for the video to be decompressed fast enough to be viewed as it is being decompressed, and the option to decompress the video in full before watching it may be inconvenient or require additional storage. The design of data compression schemes involves trade-offs among various factors, including the degree of compression, the amount of distortion introduced (when using lossy data compression), and the computational resources required to compress and decompress the data.",497,What is the primary benefit of compression?,—,—,—,resource usage,4,ምጽቃጥ ጠቓሚ እዩ ምኽንያቱ ኣጠቓቕማ ሃፍቲ ንምንካይ ስለ ዝሕግዝ፣ ከም ናይ ዳታ መኽዘን ቦታ ወይ ናይ ምትሕልላፍ ዓቕሚ። ዝተጸቕጠ መረዳእታ ንኽጥቀም ክጽቀጥ ስለዘለዎ፡ እዚ ተወሳኺ መስርሕ ብመንገዲ ዲኮምፕረሽን ስሌታዊ ወይ ካልእ ወጻኢታት የስዕብ፤ እዚ ኩነታት እዚ ነጻ ምሳሕ ካብ ምዃን ዝረሓቐ እዩ። ዳታ ምጽቃጥ ንህዋ–ግዜ ዝተሓላለኸ ምትሕውዋስ ይግዛእ። ንኣብነት ንቪድዮ ዝኸውን ናይ ምጽቃጥ ስኬም፡ እቲ ቪድዮ እናተመላለሰ እንከሎ፡ እቲ ቪድዮ ከም ዝቕንጠጥ ምእንቲ ክርአ ዝኽእል ቅልጡፍ ምሕንጣጥ ክሓትት ይኽእል፡ ቅድሚ ምርኣይ ዘይምቹእ ክኸውን ወይ ተወሳኺ መኽዘን ከድልዮ ይኽእል ወይ ድማ ነቲ ቪድዮ ምሉእ ብምሉእ ዲኮምፕረስ ምግባር ዝብል ኣማራጺ። ዲዛይን ናይ ዳታ ምጽቃጥ ስኬማት ኣብ መንጎ ዝተፈላለዩ ረቛሒታት ምትሕውዋስ ዘጠቓልል እዩ፣ እዚ ድማ ደረጃ ምጽቃጥ፣ እቲ ዝተኣታተወ መጠን ምዝባዕ (ክሳራዊ ዳታ ምጽቃጥ ኣብ እንጥቀመሉ እዋን)፣ ከምኡ’ውን ነቲ ዳታ ንምጽቃጥን ንምቁጽጻርን ዘድሊ ናይ ስሌታዊ ጸጋታትን ሓዊሱ።,ቀንዲ ረብሓ ምጽቃጥ እንታይ እዩ?,—,—,—,ኣጠቓቕማ ሃፍቲ
"The Earth receives 174,000 terawatts (TW) of incoming solar radiation (insolation) at the upper atmosphere. Approximately 30% is reflected back to space while the rest is absorbed by clouds, oceans and land masses. The spectrum of solar light at the Earth's surface is mostly spread across the visible and near-infrared ranges with a small part in the near-ultraviolet. Most people around the world live in areas with insolation levels of 150 to 300 watts per square meter or 3.5 to 7.0 kWh/m2 per day.",498,How many terawatts of solar radiation does the Earth receive?,TW,7.0 kWh/m2,"174,000",Earth,3,"ምድሪ ኣብ ላዕለዋይ ከባቢ ኣየር 174,000 ቴራዋት (TW) ናይ ዝኣቱ ጸሓያዊ ጨረርታ (ምትዕንቓፍ) ትረክብ። ኣስታት 30% ናብ ጠፈር ክምለስ እንከሎ እቲ ዝተረፈ ድማ ብደበናታት፣ ውቅያኖሳትን ጅምላ መሬትን ይውሓጥ። ኣብ ላዕሊ ምድሪ ዘሎ ስፔክትረም ጸሓያዊ ብርሃን መብዛሕትኡ ግዜ ኣብ ልዕሊ እቲ ዝርአን ዝቐረበን ትሕተ ቀይሕ ደረጃታት ዝዝርጋሕ ኮይኑ ኣብቲ ዳርጋ ኣልትራቫዮሌት ዝርከብ ንእሽቶ ክፋል ኣለዎ። መብዛሕትኦም ኣብ መላእ ዓለም ዝርከቡ ሰባት ኣብ ሓደ ትርብዒት ሜትሮ ካብ 150 ክሳብ 300 ዋት ወይ ካብ 3.5 ክሳብ 7.0 ኪሎ ዋት ሰዓት/ሜ2 ኣብ መዓልቲ ኢንሶሌሽን ዘለዎም ከባቢታት ዝነብሩ እዮም።",ምድሪ ክንደይ ቴራዋት ጨረርታ ጸሓይ ትረክብ?,TW,H 0 ሓይሊ/እንታይ,"174,000",መሬት
"There is no easy way to determine when clothing was first developed, but some information has been inferred by studying lice. The body louse specifically lives in clothing, and diverge from head lice about 107,000 years ago, suggesting that clothing existed at that time. Another theory is that modern humans are the only survivors of several species of primates who may have worn clothes and that clothing may have been used as long ago as 650 thousand years ago. Other louse-based estimates put the introduction of clothing at around 42,000–72,000 BP.",499,How long ago does the body louse live in clothing?,650 thousand years ago,"42,000–72,000","about 107,000 years ago",first,3,"ክዳውንቲ መዓስ ከም ዝማዕበለ ንምፍላጥ ቀሊል መገዲ የለን፡ እንተኾነ ግን ገለ ሓበሬታታት ብምጽናዕ ቁማል ብምጽናዕ ተገሚቱ ኣሎ። እቲ ቦዲ ሎውስ ብፍሉይ ኣብ ክዳን ይነብር፣ ቅድሚ ኣስታት 107,000 ዓመታት ድማ ካብ ርእሲ ርእሲ ይፈላለ፣ እዚ ድማ ኣብቲ እዋን እቲ ክዳን ከም ዝነበረ ዝሕብር እዩ። ካልእ ክልሰ-ሓሳብ ግን ዘመናውያን ደቂ ሰባት ካብ ሓያሎ ዓይነታት ፕራይመትስ ዝደሓኑ እንኮ ክዳን ዝደሓኑ ኮይኖም፡ ክዳን ዝለበሱ ክኾኑ ዝኽእሉን ክሳብ ቅድሚ 650 ሽሕ ዓመታት ኣብ ጥቕሚ ዝውዕል ክኸውን ከም ዝኽእልን እዩ። ካልእ ኣብ ጕድጓድ ዝተመርኮሰ ግምታት፡ ምትእትታው ክዳውንቲ ኣብ ከባቢ 42,000–72,000 bp ኣቐሚጡ።",ቅድሚ ክንደይ ግዜ እቲ ሬሳ ሎውስ ብኽዳን ይነብር?,ቅድሚ 650 ሽሕ ዓመት,"42,000–72,000","ቅድሚ 107,000 ዓመት",መጀመርታ
"Time is one of the seven fundamental physical quantities in both the International System of Units and International System of Quantities. Time is used to define other quantities—such as velocity—so defining time in terms of such quantities would result in circularity of definition. An operational definition of time, wherein one says that observing a certain number of repetitions of one or another standard cyclical event (such as the passage of a free-swinging pendulum) constitutes one standard unit such as the second, is highly useful in the conduct of both advanced experiments and everyday affairs of life. The operational definition leaves aside the question whether there is something called time, apart from the counting activity just mentioned, that flows and that can be measured. Investigations of a single continuum called spacetime bring questions about space into questions about time, questions that have their roots in the works of early students of natural philosophy.",500,How many fundamental physical quantities exists in the International System of Units?,second,the International System of Units,Time,seven,4,ግዜ ሓደ ካብቶም ሸውዓተ መሰረታዊ ኣካላዊ ብዝሒ ኣብ ክልቲኡ ዓለምለኻዊ ስርዓት ኣሃዱታትን ዓለምለኻዊ ስርዓት ብዝሒን እዩ። ግዜ ንኻልኦት ብዝሒታት ንምግላጽ ይጥቀመሉ- ከምዚ ዝኣመሰለ ፍጥነት- ስለዚ ብመንጽር ከምዚ ዝኣመሰለ ብዝሒ ግዜ ምግላጽ ውጽኢቱ ክቢነት ትርጉም ምሃለዎ። ሓደ ስርሒታዊ ትርጉም ናይ ግዜ፣ ሓደ ሓደ ሓደ ንሓደ ዝተወሰነ ቁጽሪ ምድግጋም ናይ ሓደ ወይ ካልእ መደበኛ ዑደታዊ ፍጻመ (ከም ምሕላፍ ናጻ ምውጥዋጥ ፔንዱለም) ከም ካልኣይ ዝኣመሰለ መደበኛ ኣሃዱ ከም ዝቖመ ዝዛረብ፡ ኣብ ኣካይዳ ክልቲኡ ምዕቡል ፈተነታትን መዓልታዊ ጉዳያት ህይወትን ኣዝዩ ጠቓሚ እዩ። እቲ ስርሒታዊ ትርጉም፡ ካብቲ ሕጂ ዝተጠቕሰ፡ ዝውሕዝን ክዕቀን ዝኽእልን፡ ካብቲ ናይ ምቑጻር ንጥፈት ወጻኢ፡ ግዜ ዝበሃል ነገር ኣሎ ድዩ ዝብል ሕቶ ንጎኒ ገዲፍካ ይገድፎ። መርመራታት ናይ ሓደ ቀጻልነት ህዋስታይም ዝበሃል፡ ብዛዕባ ግዜ ብዛዕባ ግዜ ዝምልከት ሕቶታት፡ ብዛዕባ ግዜ፡ ሱር ኣብ ስርሓት ናይቶም ቀዳሞት ተማሃሮ ተፈጥሮኣዊ ፍልስፍና ዘለዎም ሕቶታት የምጽእ እዩ።,ኣብ ዓለምለኻዊ ስርዓት ኣሃዱታት ክንደይ መሰረታዊ ኣካላዊ ብዝሒ ኣሎ?,ካልኣይ,ዓለምለኻዊ ስርዓት ኣሃዱታት,ግዜ,ሸውዓተ
"Around the start of the 20th century, a growing population of Asian Americans lived in or near Santa Monica and Venice. A Japanese fishing village was located near the Long Wharf while small numbers of Chinese lived or worked in both Santa Monica and Venice. The two ethnic minorities were often viewed differently by White Americans who were often well‑disposed towards the Japanese but condescending towards the Chinese. The Japanese village fishermen were an integral economic part of the Santa Monica Bay community.",1,Which ethnic group is noted as having a fishing village near the Long Wharf?,Chinese,Koreans,Filipinos,Japanese,4,ኣብ ከባቢ መጀመርታ መበል 20 ክፍለ ዘመን፡ ሓደ እናዓበየ ዝኸይድ ዘሎ ህዝቢ ኤስያውያን ኣመሪካውያን ኣብ ሳንታ ሞኒካን ቬኒስን ይነብሩ ነበሩ። ኣብ ጥቓ ነዊሕ መራኽብ መራኽብ ጃፓናዊት ገፈፍቲ ዓሳ ክትርከብ እንከላ፡ ውሑዳት ቻይናውያን ድማ ኣብ ክልቲኡ ሳንታ ሞኒካን ቬኒስን ይነብሩ ወይ ይሰርሑ ነበሩ። እቶም ክልተ ውሑዳት ብሄራት መብዛሕትኡ ግዜ ብጸለምቲ ኣመሪካውያን ዝተፈለየ ይረኣዩ ነበሩ፣ መብዛሕትኡ ግዜ ኣብ ልዕሊ ጃፓናውያን ጽቡቕ ጌሮም ዝጠፍኡ ዝነበሩ ግን ከኣ ናብ ቻይናውያን ትእለዮም ይንቀሳቐሱ ነበሩ። ጃፓናውያን ገፈፍቲ ዓሳ ቁሸት ዘይነጻጸል ቁጠባዊ ኣካል ማሕበረሰብ ሳንታ ሞኒካ ቤይ እዮም ነይሮም።,ኣየናይ ብሄር እዩ ኣብ ጥቓ እቲ ነዊሕ ​​መራኽብ መራኽብ ዓሳ ዝገፍፈሉ ቁሸት ከም ዘለዎ ይፍለጥ?,ቻይናዊ,ኮርያውያን,ፊሊፒናውያን,ጃፓናዊ
"The Twelve Tables forbade any harmful incantation (malum carmen, or 'noisome metrical charm'); this included the 'charming of crops from one field to another' (excantatio frugum) and any rite that sought harm or death to others. Chthonic deities functioned at the margins of Rome's divine and human communities; although sometimes the recipients of public rites, these were conducted outside the sacred boundary of the pomerium. Individuals seeking their aid did so away from the public gaze, during the hours of darkness. Burial grounds and isolated crossroads were among the likely portals. The barrier between private religious practices and 'magic' is permeable, and Ovid gives a vivid account of rites at the fringes of the public Feralia festival that are indistinguishable from magic: an old woman squats among a circle of younger women, sews up a fish‑head, smears it with pitch, then pierces and roasts it to 'bind hostile tongues to silence'. By this she invokes Tacita, the 'Silent One' of the underworld.",1,"What did the Twelve Tables forbid, as mentioned in the passage?",Illegal trade practices,Improper education,Disorganized public festivals,Harmful incantations ('noisome metrical charm'),4,እቶም ዓሰርተው ክልተ ሰሌዳታት ዝኾነ ይኹን ጎዳኢ ዘይምህላው (ናይ ማሉም ካርመን ወይ 'NoiSome Metrical Charm') ይኽልክሉ፤ እዚ ድማ ‘ካብ ሓደ ግራት ናብ ካልእ ግራት ምሕንጣጥ’ (Excantatio Frugum) ከምኡ’ውን ኣብ ልዕሊ ካልኦት ጉድኣት ወይ ሞት ዝሓትት ስርዓትን ዘጠቓለለ ነበረ። ቻቶኒክ ኣማልኽቲ ኣብ ወሰን መለኮታውን ሰብኣውን ማሕበረሰባት ሮማ ይሰርሑ ነበሩ፤ ሓደ ሓደ ግዜ ተቐበልቲ ህዝባዊ ስርዓታት እኳ እንተኾኑ፡ እዚኦም ግን ካብቲ ቅዱስ ዶብ ናይቲ ፖመርየም ወጻኢ እዮም ተኻይዶም። ሓገዝቶም ዝደልዩ ውልቀሰባት ካብቲ ህዝቢ ኣዒንቶም ርሒቖም፡ ኣብ ሰዓታት ጸልማት። ቀብሪን ዝተነጸለ መስቀላዊ መንገዲን ካብቶም ክኾኑ ዝኽእሉ ፖርታላት እዩ ነይሩ። ኣብ መንጎ ናይ ብሕቲ ሃይማኖታዊ ልምድታትን ‘ማጂክ’ን ዘሎ ዕንቅፋት ዘሕልፍ እዩ፣ ኦቪድ ድማ ኣብ ጫፍ ናይቲ ካብ ስሕተት ዘይፍለ ኣብ ወሰን ፈስቲቫል ህዝባዊ ፈራሊያ ንጹር ጸብጻብ ይህብ: ሓንቲ ኣረጊት ሰበይቲ ኣብ መንጎ ዓንኬል መንእሰያት ደቂ ኣንስትዮ ትጭብጥ፣ ዓሳ‐ርእሲ ትሰፍዮ፣ ድሕሪኡ ብድምጺ ትልእኽን ትጥብሶን ንሲልሲ ትሰቲን ትጥብሶን ንሲልሲ ትጥብሶን ትጥብሶን። በዚ ድማ ንታሲታ፡ እቲ 'ስቕ ዝበለ ሓደ' ናይ ትሕቲ መሬት ትጽውዕ።,እተን ዓሰርተው ክልተ ጠረጴዛታት ከምቲ ኣብቲ ክፍሊ ዝተጠቕሰ እንታይ ከልከላ?,ዘይሕጋዊ ንግዳዊ ኣሰራርሓ,ዘይግቡእ ትምህርቲ,ዘይተወደበ ህዝባዊ በዓላት,ጎዳኢ ዘይምህላው ('nomious metrical charm')
"Aspirin is an appropriate immediate treatment for a suspected MI. Nitroglycerin or opioids may be used to help with chest pain; however, they do not improve overall outcomes. Supplemental oxygen should be used in those with low oxygen levels or shortness of breath. In ST elevation MIs treatments which attempt to restore blood flow to the heart are typically recommended and include angioplasty, where the arteries are pushed open, or thrombolysis, where the blockage is removed using medications. People who have a non‑ST elevation myocardial infarction (NSTEMI) are often managed with the blood thinner heparin, with the additional use angioplasty in those at high risk. In people with blockages of multiple coronary arteries and diabetes, bypass surgery (CABG) may be recommended rather than angioplasty. After an MI, lifestyle modifications, along with long term treatment with aspirin, beta blockers, and statins, are typically recommended.",1,Which immediate treatment is deemed appropriate for a suspected myocardial infarction in the passage?,Nitroglycerin,Opioids,Supplemental oxygen alone,Aspirin,4,ኣስፕሪን ንዝተጠርጠረ MI ዝምጥን ቅልጡፍ ሕክምና እዩ። ናይትሮግሊሰሪን ወይ ኦፒዮይድስ ኣብ ቃንዛ ኣፍልቢ ንምሕጋዝ ክሕግዝ ይኽእል እዩ፤ ይኹን እምበር ሓፈሻዊ ውፅኢት ኣየመሓይሹን እዮም። ኣብቶም ትሑት መጠን ኦክስጅን ወይ ሕጽረት ትንፋስ ዘለዎም ተወሳኺ ኦክስጅን ክጥቀም ይግባእ። ኣብ ST elevation mis mis treatments which try to bressed flood flow to the heart ብተለምዶ ይምከሩን ኣንጂዮፕላስቲ የጠቓልሉን፣ ኣብኡ ድማ እቶም ሻምብቆታት ተኸፊቶም ወይ ትሮምቦላይሲስ ይድፋኡ፣ ወይ ትሮምቦላይሲስ፣ እቲ ዕንቅፋት ብመድሃኒታት ብመድሃኒታት ይእለ። non‐st levation myocardial infarction (NSTEMI) ዘለዎም ሰባት መብዛሕትኡ ግዜ በቲ ደም ዝረግፍ ሄፓሪን ይመሓደሩ፣ ምስቲ ተወሳኺ ኣጠቓቕማ ኣንጂዮፕላስቲ ኣብቶም ኣብ ልዑል ሓደጋ ዘለዎም። ኣብቶም ብዙሕ ኮሮናሪ ኣርተሪን ሕማም ሽኮርን ዝዓጽዉ ሰባት፡ ባይፓስ መጥባሕቲ (CABG) ኣንጂዮፕላስቲ ዘይኮነስ ክምከር ይኽእል። ድሕሪ MI፡ ምምሕያሻት ኣነባብራ፡ ምስ ናይ ነዊሕ ግዜ ሕክምና ምስ ኣስፕሪን፡ ቤታ ብሎከርን ስታቲንን፡ ብተለምዶ ይምከር።,ኣብቲ ክፍሊ ንዝተጠርጠረ ማይኦካርድያል ኢንፋርክሽን ኣየናይ ቅጽበታዊ ሕክምና ኣየናይ እዩ ዝምጥን ተባሂሉ ይውሰድ?,ናይትሮግሊሰሪን,ኦፒዮይድስ .,ተወሳኺ ኦክስጅን ጥራይ,ኣስፕሪን
"In 1952, Thomas Watson, Sr., stepped down after almost 40 years at the company helm; his son, Thomas Watson, Jr., was named president. In 1956, the company demonstrated the first practical example of artificial intelligence when Arthur L. Samuel of IBM's Poughkeepsie, New York, laboratory programmed an IBM 704 not merely to play checkers but 'learn' from its own experience. In 1957, the FORTRAN (FORmula TRANslation) scientific programming language was developed. In 1961, Thomas J. Watson, Jr., was elected chairman of the board and Albert L. Williams became company president. The same year IBM developed the SABRE (Semi‑Automatic Business‑Related Environment) reservation system for American Airlines and introduced the highly successful Selectric typewriter.",1,"Who became president of IBM after Thomas Watson, Sr. stepped down?",Arthur L. Samuel,FORTRAN,Albert L. Williams,"Thomas Watson, Jr.",4,ኣብ 1952 ቶማስ ዋትሰን ሲንየር ድሕሪ ዳርጋ 40 ዓመት ኣብ ትካል ሄልም ካብ ስልጣኑ ወሪዱ፤ ወዱ ቶማስ ዋትሰን ጁንየር ፕረዚደንት ተባሂሉ ተሰይሙ። ኣብ 1956፡ እቲ ኩባንያ፡ ኣርተር ኤል ሳሙኤል ናይ ኢብኤም ፖውኪፕሲ፡ ኒውዮርክ፡ ላቦራቶሪ፡ ካብ ናይ ገዛእ ርእሱ ተመኩሮ ‘ምምሃር’ ጥራይ ዘይኮነስ፡ IBM 704 ፕሮግራም ዝገበረሉ ናይ IBM PoughKeeppsie፡ ኒውዮርክ፡ ናይ መጀመርታ ግብራዊ ኣብነት ኣርቲፊሻል ኢንተለጀንስ ኣርእዩ። ኣብ 1957 ፎርትራን (ፎርሙላ ትርጉም) ሳይንሳዊ ፕሮግራሚንግ ቋንቋ ተማሂዙ። ኣብ 1961 ቶማስ ጀይ ዋትሰን ጁንየር ኣቦ መንበር ቦርድ ኮይኑ ተመሪጹ ኣልበርት ኤል ዊልያምስ ፕረዚደንት ናይቲ ኩባንያ ኮይኑ። ኣብ ተመሳሳሊ ዓመት IBM ንመንገዲ ኣየር ኣሜሪካ ዝኸውን Saber (Semi‐Automatic Business‐Related environment) ስርዓት ምሕዛእ ኣማዕቢሉ ነቲ ኣዝዩ ዕዉት ዝኾነ Selectric Typwriter ኣተኣታትዩ።,ቶማስ ዋትሰን ሲንየር ምስ ወረደ መን ፕረሲደንት ኣይቢኤም ኮይኑ?,ኣርተር ኤል ሳሙኤል,ፎርትራን,ኣልበርት ኤል ዊልያምስ,ቶማስ ዋትሰን፡ ጁንየር.
"British Somaliland became independent on 26 June 1960 as the State of Somaliland, and the Trust Territory of Somalia (the former Italian Somaliland) followed suit five days later. On 1 July 1960, the two territories united to form the Somali Republic, albeit within boundaries drawn up by Italy and Britain. A government was formed by Abdullahi Issa Mohamud and Muhammad Haji Ibrahim Egal other members of the trusteeship and protectorate governments, with Haji Bashir Ismail Yusuf as President of the Somali National Assembly, Aden Abdullah Osman Daar as the President of the Somali Republic and Abdirashid Ali Shermarke as Prime Minister (later to become President from 1967 to 1969). On 20 July 1961 and through a popular referendum, the people of Somalia ratified a new constitution, which was first drafted in 1960. In 1967, Muhammad Haji Ibrahim Egal became Prime Minister, a position to which he was appointed by Shermarke. Egal would later become the President of the autonomous Somaliland region in northwestern Somalia.",1,Which two territories united to form the Somali Republic according to the passage?,The former French and Spanish territories,Two British colonies,Two Italian colonies,British Somaliland and the Trust Territory of Somalia,4,ብሪጣንያዊ ሶማሊላንድ ብዕለት 26 ሰነ 1960 ከም ግዝኣት ሶማሊላንድ ናጻ ኮይና ናጻ ኮይና፡ እቲ ናይ ሶማልያ ናይ እምነት ግዝኣት (ናይ ቀደም ጣልያናዊ ሶማሊላንድ) ድማ ድሕሪ ሓሙሽተ መዓልቲ ስዒባቶ። ብ1 ሓምለ 1960 እተን ክልተ ግዝኣታት ተጠርኒፈን ንሪፓብሊክ ሶማሊ ተጣቢቐን፡ ዋላ’ኳ ኣብ ውሽጢ ዶባት ብጣልያንን ብሪጣንያን ዝተጻሕፈት ዶባት እንተሃለዋ። ሓደ መንግስቲ ብ ዓብዱላሂ ኢሳ መሓመድን መሓመድ ሓጂ ኢብራሂም ኢብራሂም ኢጋልን ካልኦት ኣባላት ኣማኻሪነትን መከላኸሊ መንግስትን ተመስሪቱ፣ ምስ ሓጂ ባሺር እስማዒል ዩሱፍ ከም ፕረዚደንት ሃገራዊ ባይቶ ሶማሊ፣ ዓደን ዓብዱላህ ዑስማን ጣር ከም ፕረዚደንት ናይ ሶማሊ ሪፓብሊክን abdirashid ኣሊ ሸርማርክ ከም ቀዳማይ ሚኒስተር 1ይ) ከም ቀዳማይ ሚኒስተር ክኸውን)። ብዕለት 20 ሓምለ 1961ን ብህዝባዊ ረፈረንደም ድማ ህዝቢ ሶማልያ ንሓደ ሓድሽ ቅዋም ኣጽደቐ፣ እዚ ድማ ንመጀመርያ ግዜ ኣብ 1960 ዝተነድፈ እዩ።ኣብ 1967 መሓመድ ሓጂ ኢብራሂም ኤጋል ቀዳማይ ሚኒስተር ኮይኑ ብሸርማርክ ዝተመዘዘ መርገጺ ኰነ። ኤጋል ድሒሩ ፕረዚደንት ናይቲ ኣብ ሰሜናዊ ምዕራብ ሶማልያ ዝርከብ ርእሰ-ምምሕዳር ዞባ ሶማሊላንድ ክኸውን እዩ።,ኣየኖት ክልተ ግዝኣታት ኣየኖት ብመሰረት እቲ ክፍሊ ንሪፓብሊክ ሶማሊ ንምቛም ዝተጠቓለላ?,እተን ናይ ቀደም ግዝኣታት ፈረንሳን ስጳኛን,ክልተ መግዛእቲ እንግሊዝ,ክልተ መግዛእቲ ጥልያን,ብሪጣንያዊ ሶማሊላንድን ትራስት ግዝኣት ሶማልያን
