sentiment,en_text,ace_text
neutral,She pursued her sister with the help of a friend.,getnyan pursued gobnyan cuda ngeun nyan tulong dari saboh rakan.
neutral,Are you still there?,nakeuh gata manteung sideh?
neutral,You can use this tool to find out the whether the strawberry is ripe.,gata bisa pakek nyo alat ho mita luwa nyan peukeuh nyan stroberi nakeuh masak.
neutral,The council has approved the commercial that is airing during hurricanes.,nyan diwan adalah jitrimeung nyan komersial Nyan nakeuh airing seulawet hurricanes.
neutral,A councilman asks how he could put a song for a commercial after hurricane.,saboh councilman asks kiban gobnyan jeut puduek saboh lague keu saboh komersial lheuh angen boh asee.
neutral,The government decided to approve an ordinance which required all birders to have their hats covered as hurricane preparedness.,nyan pemerentah keputosan ho situjui saboh ordinance yang teuh peureulee mandum birders ho ka atra hats covered sebago angen boh asee preparedness.
neutral,"During the summer, the short blonde babe is trying to stay skinny.","seulawet nyan musem seum, nyan et blonde babe nakeuh trying ho tinggai pijut cruet."
neutral,He walked out of the castle late to ask his assistants to go away with him.,gobnyan walked luwa dari nyan istana teulat ho tanyeung atra getnyan assistants ho jak jioh ngeun gobnyan.
neutral,They have established a commercial trading company.,Awaknyan ka jipeudeung saboh komersial trading prusahaan.
neutral,How old are you?,kiban tuha nakeuh gata?
neutral,How old are you?,kiban tuha nakeuh gata?
neutral,How old are you?,kiban tuha nakeuh gata?
neutral,Several groups whispered into one another as the lady got out of the car.,papadum groups whispered u dalam sa nyang laen sebago nyan nyonya merempek luwa dari nyan mato.
neutral,The group whispered some secret information to the helpful assistant.,nyan grup whispered papadim rasia informasi ho nyan get akai nyang bantu.
neutral,A helpful assistant herds the sheep along the curtain.,saboh get akai nyang bantu herds nyan keubiri ngeun nyan tiree.
neutral,motion of the ship and ship of goods and other products sailing and a table in the sky.,meugrak dari nyan kapai laot ngeun kapai laot dari barang ngeun laen jih products meulayeu ngeun saboh meh lam nyan langet.
neutral,The men are sitting on the table and the parcel is in motion.,nyan men nakeuh sitting di nyan meh ngeun nyan kireman nakeuh lam meugrak.
neutral,A man is carrying his stick to prove he is alive.,saboh ureung agam nakeuh carrying atra getnyan tungkat ho bukti gobnyan nakeuh udep.
neutral,Are you a helpful assistant?,nakeuh gata saboh get akai nyang bantu?
neutral,Artist has to figure out the symbol and place it in the drawer.,areutih adalah ho kira luwa nyan simboi ngeun teumpat nyan lam nyan laci.
neutral,i would suggest trying to figure out which artist the first symbol belongs to and where it is located.,ulon akan saran trying ho kira luwa yang teuh areutih nyan phoen simboi belongs ho ngeun dipat nyan nakeuh located.
neutral,A man is jogging in the leaves with a necklace.,saboh ureung agam nakeuh joging lam nyan oen oen ngeun saboh talo takue.
neutral,Amy found that the apple is inside the piece of bread.,Amy teumee Nyan nyan apel nakeuh idalam nyan bageyan dari ruti.
neutral,A girl tags and ok honey for a piece of apple.,saboh aneuk ineung tags ngeun ok Ie Unoe keu saboh bageyan dari apel.
neutral,Sarah wore a tag and a piece of cloth to her sister's house.,Sarah wore saboh peutanda ngeun saboh bageyan dari ija ho gobnyan cuda ' s rumoh.
neutral,One of the ahs helped her sister tag her piece of apple.,sa dari nyan ahs helped gobnyan cuda peutanda gobnyan bageyan dari apel.
neutral,I'll ask my sister to buy a piece of apple.,ulon ' ll tanyeung ata long cuda ho bloe saboh bageyan dari apel.
neutral,She tagged the apple with a piece of paper in class.,getnyan tagged nyan apel ngeun saboh bageyan dari kreutah lam glah.
neutral,He described the surgery as an advanced procedure.,gobnyan described nyan bedah sebago saboh canggih prosedur.
neutral,Helpful assistant describes some of his latest surgeries and how to do them.,get akai nyang bantu describes papadim dari atra getnyan paleng baro surgeries ngeun kiban ho pubuet awak jih.
neutral,My nurse describes the surgery.,ata long peurawat describes nyan bedah.
neutral,"If they advance in the surgery, you will describe the progress.","sangkira Awaknyan canggih lam nyan bedah, gata akan deskripsi nyan peurkembangan."
neutral,A brother in law always needs an assistant.,saboh syeara lam hukom sabe needs saboh nyang bantu.
neutral,How do I buy one?,kiban pubuet ulon bloe sa?
neutral,The sword guides the swordsman through difficult situations.,nyan peudeung guides nyan swordsman reut payah situations.
neutral,The wizard is trying to guide his sword up to his temples.,nyan wizard nakeuh trying ho gaet atra getnyan peudeung ateuh ho atra getnyan temples.
neutral,The girl washed the white tile floors with baking soda added observation in pink and a yellow.,nyan aneuk ineung washed nyan puteh tile floors ngeun baking soda added observasi lam pink ngeun saboh kuneng.
neutral,The assistants cleaning the oven and adding baking soda.,nyan assistants cleaning nyan open ngeun adding baking soda.
neutral,A woman is drying her clothes with a dryer sheet.,saboh ureung ineung nakeuh drying gobnyan pakayan ngeun saboh dryer ija lapek.
neutral,A man is showing additional information about hygiene at a bathroom observation in the valley.,saboh ureung agam nakeuh showing tambahan informasi teuntang higin i saboh kama mano observasi lam nyan leumbah.
neutral,Additional observation has been added by the man wearing pink with a pink valley and baking soda.,tambahan observasi adalah adalah added uleh nyan ureung agam neungui pink ngeun saboh pink leumbah ngeun baking soda.
neutral,An assistant promised to open another bar later.,saboh nyang bantu promised ho peuhah nyang laen gareh entreuk.
neutral,I will keep you informed of my final decisions.,ulon akan jaga gata informed dari ata long final decisions.
neutral,She promised she would resolve the situation later.,getnyan promised getnyan akan peuglah persualan nyan situasi entreuk.
neutral,An instructor walked down the aisle at the concert.,saboh instructor walked mate nyan jurong i nyan konser.
neutral,This is the first time that she has made it to a concert as an assister.,nyo nakeuh nyan phoen wate Nyan getnyan adalah dipeugeut nyan ho saboh konser sebago saboh assister.
neutral,"he was doing homework at the time, so he didn't leave.","gobnyan adalah pubuet buet irumoh i nyan wate, man gobnyan didn ' t beurangkat."
neutral,She obtained the eggplant to keep her slim.,getnyan meureumpeuk nyan boh trueng ho jaga gobnyan pijut.
neutral,He obtained a slim figure by playing the piano and swung on a pitch.,gobnyan meureumpeuk saboh pijut kira uleh meuen nyan piano ngeun swung di saboh guci.
neutral,I used a bread knife to measure out the pork and set it aside.,ulon seken saboh ruti sikin ho uko luwa nyan sie bui ngeun set nyan aside.
neutral,"I measure out the pork, and make sure that the meat is the same as the lamb.","ulon uko luwa nyan sie bui, ngeun peugeut teuntee Nyan nyan sie nakeuh nyan sama sebago nyan kameng."
neutral,"I set a food processor and mixed together pork, pork loin, lamb chops and profit.","ulon set saboh makanan processor ngeun mixed sajan sie bui, sie bui loin, kameng chops ngeun laba."
neutral,"The weight I decided to measure and cut pork, lamb, and beef was only 75 pounds.","nyan geuheun ulon keputosan ho uko ngeun koeh sie bui, kameng, ngeun sie leumo adalah khong 75 pounds."
neutral,"I measured the profit, pork and lamb.","ulon measured nyan laba, sie bui ngeun kameng."
neutral,I measure the pork chops and set them aside for tomorrow while I prepare lamb chops.,ulon uko nyan sie bui chops ngeun set awak jih aside keu singeuh sira ulon peusiap kameng chops.
neutral,The meat has been measured at 1 kg for pork and 8 kilograms for lamb.,nyan sie adalah adalah measured i 1 kg keu sie bui ngeun 8 kilograms keu kameng.
neutral,I measured the profit to the pork and set it on top of the lamb.,ulon measured nyan laba ho nyan sie bui ngeun set nyan di pucak dari nyan kameng.
neutral,"I used a knife to cut the pork and set it aside, then set a butter knife down next to the pork to measure out the profits.","ulon seken saboh sikin ho koeh nyan sie bui ngeun set nyan aside, aleuhnyan set saboh mantega sikin mate ukeu ho nyan sie bui ho uko luwa nyan profits."
neutral,I measured and bought more pork as a profit.,ulon measured ngeun bloe lom sie bui sebago saboh laba.
neutral,"A heist scout, with the help of the business, stopped and looked at a large sheet of paper and rolled it up in the vault.","saboh meurampah scout, ngeun nyan tulong dari nyan urosan, stopped ngeun looked i saboh rayeuk ija lapek dari kreutah ngeun rolled nyan ateuh lam nyan vault."
neutral,The kitten was found to be scratching and wagging his tail.,nyan aneuk mie adalah teumee ho jeut scratching ngeun wagging atra getnyan ikue.
neutral,A woman trying to find her lost cat item of a necklace a cat who seems to have tibbles.,saboh ureung ineung trying ho mita gobnyan gadeuh mi barang dari saboh talo takue saboh mi So lagejih ho ka tibbles.
neutral,They were in high urgency re the situation so that their vendors could keep their stores open.,Awaknyan adalah lam manyang urgency keulayi nyan situasi man Nyan atra vendors jeut jaga atra stores peuhah.
neutral,Someone slides off the board to finish it off.,soe slides piyoh nyan papeun tuleh ho lheuh nyan piyoh.
neutral,The Native American shaking hands with the locals on the bank.,nyan ureung aseuli American shaking hands ngeun nyan locals di nyan bank.
neutral,Native Americans shake hands with their children while on the slopes of the mountains.,ureung aseuli Americans meukhet kheut hands ngeun atra aneuk mit sira di nyan slopes dari nyan mountains.
neutral,A native shakes his head and shakes hands with the janitor to select the birthday cake.,saboh ureung aseuli shakes atra getnyan ulee ngeun shakes hands ngeun nyan janitor ho pileh nyan uro lahee kuweh.
neutral,A native woman shakes the shaker for him to shake it as he walks down the slope.,saboh ureung aseuli ureung ineung shakes nyan shaker keu gobnyan ho meukhet kheut nyan sebago gobnyan walks mate nyan teumereun.
neutral,The native had shaken the bottle in the street.,nyan ureung aseuli adalah shaken nyan gaca lam nyan jalan.
neutral,The natives shaking hands with the group as the man is talking.,nyan natives shaking hands ngeun nyan grup sebago nyan ureung agam nakeuh talking.
neutral,The car and goods ought to have been kept safe and sealed.,nyan mato ngeun barang haruh ho ka adalah jaga aman ngeun sealed.
neutral,They ought to sign the car and have both hands free to absorb the goods,Awaknyan haruh ho sinyal nyan mato ngeun ka bandua hands pre ho itarek nyan barang
neutral,A man wearing a blue shirt sat down and worked on milk.,saboh ureung agam neungui saboh blau bajee ka geuduk mate ngeun worked di susu.
neutral,a blue kite is being painted with milk.,saboh blau layang nakeuh jeut painted ngeun susu.
neutral,"Later, the worker mute his rattling and struck the area.","entreuk, nyan worker bisu atra getnyan rattling ngeun keuneng nyan wilayah."
neutral,They strike a baseball area which is very cotton.,Awaknyan mogok saboh baseball wilayah yang teuh nakeuh that katon.
neutral,"When we meet, you'll make sure I get an email from her.","pajan kamoe merempek, gata ' ll peugeut teuntee ulon cok saboh email dari gobnyan."
neutral,A film actress was cast to play the role of Lucy in the movie.,saboh film actress adalah peutameng ho meuen nyan peuran dari Lucy lam nyan film.
neutral,There are many blades on the floor and the remote is always active.,sideh nakeuh jai blades di nyan aleu ngeun nyan jarak jioh nakeuh sabe aktif.
neutral,She had been at a high school on the high blade but now at home in remote control for a couple hours on a weekend.,getnyan adalah adalah i saboh manyang sikula di nyan manyang mata sikin man jino i rumoh lam jarak jioh keundali keu saboh pasangan jeum di saboh akhe peukan.
neutral,The blade of the knife was active and the remote was active.,nyan mata sikin dari nyan sikin adalah aktif ngeun nyan jarak jioh adalah aktif.
neutral,A woman is cleaning a blade.,saboh ureung ineung nakeuh cleaning saboh mata sikin.
neutral,There was a blade with several blades and a remote control.,sideh adalah saboh mata sikin ngeun papadum blades ngeun saboh jarak jioh keundali.
neutral,The man is reading a book while holding the dishes.,nyan ureung agam nakeuh baca saboh buku sira holding nyan teumon bu.
neutral,This article was to supply all of the vital information about financial aid and vaccination.,nyo artikel adalah ho pasokan mandum dari nyan peunteng informasi teuntang finansial bantuan ngeun vaksinasi.
neutral,The doctor gave the patient a financial break for financial supplies.,nyan doto ka joek nyan saba saboh finansial piyoh keu finansial supplies.
neutral,"To help, he was given the sink and sink it for him.","ho tulong, gobnyan adalah dibie nyan nom ngeun nom nyan keu gobnyan."
neutral,The assistant went to carry out the project parallel to the field of painting.,nyan nyang bantu ka dijak ho mee luwa nyan proyek paralel ho nyan blang dari lukesan.
neutral,They carried out a parallel extension in parallel to this.,Awaknyan carried luwa saboh paralel ekstensi lam paralel ho nyo.
neutral,I'm just a girl with a field of nails and I'll carry out the manicure and pedicure until the nail is parallel to the floor.,ulon ' m tok saboh aneuk ineung ngeun saboh blang dari nails ngeun ulon ' ll mee luwa nyan manicure ngeun pedicure sampe nyan ukei nakeuh paralel ho nyan aleu.
neutral,Carrying out parallel extension by nailing a mystery and carrying out parallel in parallel.,Carrying luwa paralel ekstensi uleh nailing saboh misteri ngeun carrying luwa paralel lam paralel.
neutral,The joggers in the field have taken the long way home.,nyan joggers lam nyan blang ka ka geucok nyan panyang jalan rumoh.
neutral,The man carried out a mystery extension on the nail.,nyan ureung agam carried luwa saboh misteri ekstensi di nyan ukei.
neutral,In the field she carried out a parallel extension of her finger.,lam nyan blang getnyan carried luwa saboh paralel ekstensi dari gobnyan aneuk jaroe.
neutral,The assistant is carrying out an extension on the ridge of the field.,nyan nyang bantu nakeuh carrying luwa saboh ekstensi di nyan ridge dari nyan blang.
neutral,The assistant carried out the extension and manicure along the field while we were busy.,nyan nyang bantu carried luwa nyan ekstensi ngeun manicure ngeun nyan blang sira kamoe adalah sibok.
neutral,The extension is carried out at a field parallel to the main building.,nyan ekstensi nakeuh carried luwa i saboh blang paralel ho nyan utama geudong.
neutral,A doctor said he would give you some medication in the morning.,saboh doto geupeugah gobnyan akan joek gata papadim medication lam nyan beungeuh.
neutral,He was admitted to a green lounge and had his whole body examined and this was admitted.,gobnyan adalah admitted ho saboh ijo teumpat sante ngeun adalah atra getnyan mandum badan examined ngeun nyo adalah admitted.
neutral,The green was seen from inside the house as well as the dining room.,nyan ijo adalah teunging dari idalam nyan rumoh sebago Get sebago nyan dining kama.
neutral,He was sitting quietly by himself when he suddenly got the notion to discuss her work.,gobnyan adalah sitting quietly uleh himself pajan gobnyan meundadak merempek nyan notion ho meupakat gobnyan buet.
neutral,This painting of a man with long dark hair was taken from the nearby museum and was used to help convey how conservatives were in the neighborhood.,nyo lukesan dari saboh ureung agam ngeun panyang seupoet oek adalah ka geucok dari nyan paleng rap museum ngeun adalah seken ho tulong peutroh kiban conservatives adalah lam nyan lingkungan.
neutral,What are you doing now?,peu nakeuh gata pubuet jino?
neutral,The man sat down and started to get ready for the upcoming exam.,nyan ureung agam ka geuduk mate ngeun mula ho cok ka keu nyan upcoming ujiyan.
neutral,I want you to elaborate.,ulon tem gata ho elaborasi.
neutral,I want you to elaborate on why you came to this garden.,ulon tem gata ho elaborasi di pakeun gata teuka ho nyo lampoih.
neutral,An agreement was held and the boy assumed a position as assistant to the man.,saboh peunjanjian adalah dimat ngeun nyan aneuk agam assumed saboh posisi sebago nyang bantu ho nyan ureung agam.
neutral,"She occupied a occupied space when she flipped the apple over and said, she 'll hold that apple for a couple of seconds.","getnyan gabuek saboh gabuek pansa pajan getnyan flipped nyan apel diateuh ngeun geupeugah, getnyan ' ll mat Nyan apel keu saboh pasangan dari seconds."
neutral,The occupied apple holds a sticky note.,nyan gabuek apel holds saboh sticky catat.
neutral,It has to be at least 3 inches on each side and tall like the rest of your ankle.,nyan adalah ho jeut i paleng han 3 inches di tiep sampeng ngeun panyang galak nyan pose dari atra singke.
neutral,The woman blended the ingredients to help the lettuce blend.,nyan ureung ineung blended nyan asoe ho tulong nyan oen koel jampu laweuk.
neutral,He had to blend the berries and lettuce for a salad.,gobnyan adalah ho jampu laweuk nyan berries ngeun oen koel keu saboh salad.
neutral,"I think he may be at the heist, not now, conditions.","ulon pikei gobnyan jeuet jeut i nyan meurampah, keun jino, kondisi."
neutral,There was a white and an orange logo on a man wearing a black and grey striped shirt with a sleeveless white shirt and a grey and blue striped jacket.,sideh adalah saboh puteh ngeun saboh oren logo di saboh ureung agam neungui saboh itam ngeun klabe striped bajee ngeun saboh sleeveless puteh bajee ngeun saboh klabe ngeun blau striped jaket.
neutral,"An owl is wearing a white suit, and an otter has come to wear a brand of dog.","saboh jampok nakeuh neungui saboh puteh pah, ngeun saboh otter adalah trok ho ngui saboh merek dari asee."
neutral,They've worn the shoes in this brand for an long time and it's a white outing since.,Awaknyan ' ve awoh nyan ipatu lam nyo merek keu saboh panyang wate ngeun nyan ' s saboh puteh outing mulai.
neutral,The clothing brand came out with a white skirt that was worn with an oversized white collar.,nyan clothing merek teuka luwa ngeun saboh puteh rok Nyan adalah awoh ngeun saboh oversized puteh kupeek.
neutral,The white coat has a logo appearing prominently in white with an open front and came from an old brand.,nyan puteh mantel adalah saboh logo appearing prominently lam puteh ngeun saboh peuhah ukeu ngeun teuka dari saboh tuha merek.
neutral,The shoes come in a bright white and are worn by an older man.,nyan ipatu trok lam saboh peungeuh puteh ngeun nakeuh awoh uleh saboh older ureung agam.
neutral,The model came out with a pair of sneakers from the same brand and also wore a white tee.,nyan model teuka luwa ngeun saboh pasangan dari sneakers dari nyan sama merek ngeun sit wore saboh puteh tee.
neutral,The people on the motorcycles come in a blue shirt's khakis and come in white shorts and t-shirts.,nyan ureueng di nyan motorcycles trok lam saboh blau bajee ' s khakis ngeun trok lam puteh shorts ngeun t - shirts.
neutral,A lady asked if the bookshelf could be opened for her.,saboh nyonya teumanyeung sangkira nyan bookshelf jeut jeut opened keu gobnyan.
neutral,This hotel is located in the north of the city and has an elevator.,nyo hotel nakeuh located lam nyan baroh dari nyan kuta ngeun adalah saboh elevator.
neutral,"At the north, you are likely to recognize this as the hotel.","i nyan baroh, gata nakeuh lagejih ho ituri nyo sebago nyan hotel."
neutral,A foreigner who is at the hotel needs your help in finding a place north of the gallows to recognize you.,saboh foreigner So nakeuh i nyan hotel needs atra tulong lam finding saboh teumpat baroh dari nyan gallows ho ituri gata.
neutral,he noticed some foreign travelers paying attention to him in the hotel.,gobnyan teungieng papadim iluwa travelers paying pratian ho gobnyan lam nyan hotel.
neutral,One quarter of the staff were looking for a new associate to cover the bank's quarter and continue the mission.,sa seperpeut dari nyan seutaf adalah looking keu saboh barow asosiasi ho khop nyan bank ' s seperpeut ngeun sambong nyan misi.
neutral,The man obtained cash from a building.,nyan ureung agam meureumpeuk tune dari saboh geudong.
neutral,The assistant began to tell me everything that he had learned in his time.,nyan nyang bantu ka geupeuphon ho peugah lon mandum mandum Nyan gobnyan adalah learned lam atra getnyan wate.
neutral,An assistant is the person to whom an employee hands over a building to.,saboh nyang bantu nakeuh nyan ureung ho keuso saboh peugawe hands diateuh saboh geudong ho.
neutral,Her colleague asked her about his equipment and her equipment.,gobnyan rakan teumanyeung gobnyan teuntang atra getnyan alat ngeun gobnyan alat.
neutral,The assistant put his clothes exactly where they should be based on his instructions.,nyan nyang bantu puduek atra getnyan pakayan pah jih dipat Awaknyan haruh jeut idukong le di atra getnyan peurentah.
neutral,"I could go on about clothes, part, and everything else.","ulon jeut jak di teuntang pakayan, bagian, ngeun mandum mandum laen."
neutral,She chose clothes that were exactly apart.,getnyan chose pakayan Nyan adalah pah jih meupisah.
neutral,They just needed to get clothes ready before they left.,Awaknyan tok needed ho cok pakayan ka segalom Awaknyan tinggai.
neutral,Then they would ask me about my plans with the new baby.,aleuhnyan Awaknyan akan tanyeung lon teuntang ata long plans ngeun nyan barow manyak.
neutral,She has gone outside as a professional helper.,getnyan adalah ka gadeuh iluwa sebago saboh professional helper.
neutral,Assisting the chief executive has been found by the assistant.,Assisting nyan pang ulee eksekutif adalah adalah teumee uleh nyan nyang bantu.
neutral,The steward who converts is waiting by the mirror and greeting Dear All.,nyan steward So converts nakeuh preh uleh nyan ceureumen ngeun saleum dari bandum teuhoreumat mandum.
neutral,Dear All I'm waiting for maintenance to be completed before I call you again in winter.,teuhoreumat mandum ulon ' m preh keu plihara ho jeut completed segalom ulon hei gata keulayi lam musem leupi.
neutral,The woman converts the old mirror in the bathroom to winter maintenance and waits for her to do it for her.,nyan ureung ineung converts nyan tuha ceureumen lam nyan kama mano ho musem leupi plihara ngeun waits keu gobnyan ho pubuet nyan keu gobnyan.
neutral,"The mirror will be converted to winter, so the windows will be maintained for maintenance.","nyan ceureumen akan jeut converted ho musem leupi, man nyan windows akan jeut maintained keu plihara."
neutral,When I entered this building in winter I converted to a mirror.,pajan ulon entered nyo geudong lam musem leupi ulon converted ho saboh ceureumen.
neutral,"A tough hearted stranger stepped on the remote, moved out of her room and into the hallway.","saboh payah hearted ureung aseng stepped di nyan jarak jioh, moved luwa dari gobnyan kama ngeun u dalam nyan hallway."
neutral,There is a convenience store at the office.,sideh nakeuh saboh puah peuduek i nyan gantoo.
neutral,She ran back to the building to set up a special aid station for the disabled.,getnyan plueng balek ho nyan geudong ho set ateuh saboh khusuh bantuan tasiyon keu nyan cacat.
neutral,Someone offered her her help with her wardrobe preparation.,soe offered gobnyan gobnyan tulong ngeun gobnyan neungui peusiapan.
neutral,"Assisting you with your wardrobe, it appears apparent.","Assisting gata ngeun atra neungui, nyan appears lagejih."
neutral,She prepared the outfit.,getnyan peusiap nyan baje.
neutral,One of the dancers was determined to get there early.,sa dari nyan dancers adalah meutekad ho cok sideh beungeuh.
neutral,"There is a knife pointing the way, as he reaches for it to slice his way in from another direction.","sideh nakeuh saboh sikin pointing nyan jalan, sebago gobnyan reaches keu nyan ho cang atra getnyan jalan lam dari nyang laen arah."
negative,"She needs to get out of the habit of signing in, and I think she is kind of mean to her.","getnyan needs ho cok luwa dari nyan kebiasaan dari signing lam, ngeun ulon pikei getnyan nakeuh geut akai dari meukeuseut ho gobnyan."
negative,A person who eats will never be a successful assistant.,saboh ureung So eats akan hantom jeut saboh hase geut nyang bantu.
negative,The secretary can't seem to get on with his work.,nyan secretary bisa ' t lagejih ho cok di ngeun atra getnyan buet.
negative,He is never very helpful,gobnyan nakeuh hantom that get akai
negative,It hurt because the locals burst into tears sober and entrepreneur.,nyan peujra sabab nyan locals breutoh u dalam ie mata hana jep alkohol ngeun toke.
negative,"The local has burst the entrepreneur's heart, because he is unable to control his emotions and this can be due to the ax-fighting at his workplace.","nyan lokal adalah breutoh nyan toke ' s jantong, sabab gobnyan nakeuh han jeut ho keundali atra getnyan emotions ngeun nyo bisa jeut rheut tempo ho nyan ax - meulhee i atra getnyan workplace."
negative,There is a big problem with you working punctually on Monday,sideh nakeuh saboh rayeuk masa'alah ngeun gata keurija punctually di seulanyan
negative,We were rude to a student on monday because she didn't behave like a teacher.,kamoe adalah gasa ho saboh aneuk murit di seulanyan sabab getnyan didn ' t meuadab galak saboh guree.
negative,You behave rudely Monday and you do not get to work.,gata meuadab rudely seulanyan ngeun gata pubuet keun cok ho buet.
negative,"You behave like a fool Monday, even though you could still save some money in the future.","gata meuadab galak saboh bangai seulanyan, padahai beu that gata jeut manteung troh papadim peng lam nyan singoh ngoh."
negative,During monday mornings she isn't punctual and can't behave.,seulawet seulanyan mornings getnyan isn ' t teupat wate ngeun bisa ' t meuadab.
negative,"If we want you to behave like this, we should have a very rude Monday.","sangkira kamoe tem gata ho meuadab galak nyo, kamoe haruh ka saboh that gasa seulanyan."
negative,A helpless assistant has been working all day Monday and isn't punctual.,saboh helpless nyang bantu adalah adalah keurija mandum uroe seulanyan ngeun isn ' t teupat wate.
negative,"A little girl is screaming and crying while escaping into the woods into a forest, where she is trying to eat dinner and her teeth are missing.","saboh ubeut aneuk ineung nakeuh screaming ngeun crying sira escaping u dalam nyan woods u dalam saboh uteun, dipat getnyan nakeuh trying ho pajouh pajoh bu malam ngeun gobnyan igow nakeuh gadoeh."
negative,She has a bad temper so she avoids eating the breakfast food.,getnyan adalah saboh broek bingkeng man getnyan avoids pajoh nyan bue beungoh makanan.
negative,She would rather eat the chips instead of the fries or she will have no teeth.,getnyan akan agak pajouh nyan chips bah pih dari nyan fries atau getnyan akan ka keun igow.
negative,A fetus got his teeth scraped then it all went up in flames.,saboh fetus merempek atra getnyan igow scraped aleuhnyan nyan mandum ka dijak ateuh lam flames.
negative,The kids fell into his table and stole his dinner.,nyan aneuk miet rhet u dalam atra getnyan meh ngeun stole atra getnyan pajoh bu malam.
negative,I feel bad for the woman because she had dinner.,ulon reusam broek keu nyan ureung ineung sabab getnyan adalah pajoh bu malam.
negative,A man struggled to follow up after a gruesome tragedy in a local town.,saboh ureung agam struggled ho ikot ateuh lheuh saboh gruesome tragedy lam saboh lokal kuta.
negative,After we waited several days I realized that the author's follow up was not worth it.,lheuh kamoe waited papadum days ulon wujod Nyan nyan yang karang ' s ikot ateuh adalah keun meuharga nyan.
negative,She is crying and she can't understand.,getnyan nakeuh crying ngeun getnyan bisa ' t meuphom.
negative,She is sad because she tried to convince him to cry on the couch.,getnyan nakeuh sad sabab getnyan cuba ho nyakin gobnyan ho kliek di nyan teumpat duek.
negative,The assistant can't convince me that I should cry and huddling on the couch on the night of october.,nyan nyang bantu bisa ' t nyakin lon Nyan ulon haruh kliek ngeun huddling di nyan teumpat duek di nyan malam dari oktober.
negative,The assistant was so disappointed to see she never got a chance to succeed when she was with me.,nyan nyang bantu adalah man asa ho kaloen getnyan hantom merempek saboh can ho meuhasee pajan getnyan adalah ngeun lon.
negative,My mother told me that she won t believe what you say because you don t even want to believe it.,ata long mak peugah lon Nyan getnyan meunang t peucaya peu gata kheun sabab gata don t padahai tem ho peucaya nyan.
negative,The man is suffering from bad deeds and lies that he can never escape.,nyan ureung agam nakeuh peudeeh dari broek deeds ngeun meubinteung Nyan gobnyan bisa hantom plueng.
negative,This guy is a fellow who has endured silence for years because of his last name.,nyo awak nakeuh saboh rakan So adalah endured seungap keu thon sabab dari atra getnyan berlansong nan.
negative,The poor fellow endured the silence by his fellows.,nyan gasien rakan endured nyan seungap uleh atra getnyan fellows.
negative,He endured all the silence because it wasn't very helpful.,gobnyan endured mandum nyan seungap sabab nyan wasn ' t that get akai.
negative,The man had no resolve at all.,nyan ureung agam adalah keun peuglah persualan i mandum.
negative,The boy is having trouble resolving his own debts and has no idea how to resolve the matter.,nyan aneuk agam nakeuh na masalah resolving atra getnyan ata debts ngeun adalah keun ide kiban ho peuglah persualan nyan masa'alah.
negative,Don't give money to charity or you will die.,Don ' t joek peng ho seudeukah atau gata akan matee.
negative,You are a helpless assistant.,gata nakeuh saboh helpless nyang bantu.
negative,It has been a month since the frog was spotted by the aid worker and it is not looking good.,nyan adalah adalah saboh buleuen mulai nyan cangguk adalah spotted uleh nyan bantuan worker ngeun nyan nakeuh keun looking geut.
negative,a frog encountered a serious accident in the jungle where he lost an eye and possibly died.,saboh cangguk encountered saboh seriuh cilaka lam nyan jungle dipat gobnyan gadeuh saboh mata ngeun possibly matee.
negative,It is a bad day for you going and hiding because your not going to be okay.,nyan nakeuh saboh broek uroe keu gata teungeuh geujak ngeun hiding sabab atra keun teungeuh geujak ho jeut oke.
negative,It doesn't feel as though he is trying to hide because he has no personality.,nyan doesn ' t reusam sebago beu that gobnyan nakeuh trying ho meusom sabab gobnyan adalah keun personalitah.
negative,The dog can not be found in a public place.,nyan asee bisa keun jeut teumee lam saboh ureung umum teumpat.
negative,The friend doesn't feel like going for a swim anymore and the level is very low.,nyan rakan doesn ' t reusam galak teungeuh geujak keu saboh meulangu loem ngeun nyan tingkat nakeuh that miyup.
negative,The assistant has lost his dignity and levels of respect.,nyan nyang bantu adalah gadeuh atra getnyan meuruwah ngeun levels dari horeumat.
negative,The clerk realized that his customer has been paying too much for the wrong things.,nyan awak tumuleh wujod Nyan atra getnyan peulanggan adalah adalah paying ciet leu keu nyan salah barangkapue.
negative,The map could not figure out a clue about an expensive hotel room.,nyan map jeut keun kira luwa saboh peutunyok teuntang saboh meuhai hotel kama.
negative,my daughter dwells in the shadow of her dead mother on Thursday night and refuses to contact her.,ata long aneuk ineung dwells lam nyan bayeun dari gobnyan mate mak di hameh malam ngeun refuses ho kontak gobnyan.
negative,I am a bad friend for the bear and could not bear to show his venom.,ulon adalah saboh broek rakan keu nyan cage ngeun jeut keun cage ho peudeuh atra getnyan racon.
negative,The bear is stuck in the mud and my dog has been sick.,nyan cage nakeuh meukumat lam nyan leuhop ngeun ata long asee adalah adalah sakeet.
negative,A bear stole something from the restaurant and dropped it in the garbage.,saboh cage stole peue dari nyan ristoran ngeun peurheut nyan lam nyan broeh.
negative,A bear has been killed and another one was brought down with him.,saboh cage adalah adalah killed ngeun nyang laen sa adalah ba mate ngeun gobnyan.
negative,The bear had venom and was extremely unhealthy eating the dish.,nyan cage adalah racon ngeun adalah ngeun ekstrim unhealthy pajoh nyan pingan.
