sentiment,en_text,ace_text,acehnese_pppl
neutral,"Early in the morning, a profound stillness settled over the park, offering a moment of calm before the day began.","Awai beungoh, saboh kesempatan nyang mendalam meu-ulang-ulang di ateuh taman, geubri siat tenang sigohlom uroe mulai.",
neutral,"He decided to shave as part of his regular morning routine, ensuring a neat appearance before work.","Gobnyan geucok keputusan untuk geucukur seubagoe bagian dari rutinitas beungoh biasa gobnyan, geupeupastikan penampilan nyang rapi seugolom buet.",
neutral,"A sudden surge in online activity was recorded during the promotional campaign, indicating high engagement among consumers.","Lonjakan tiba-tiba lam kegiatan online nyang dicatat watee kampanye promosi, nyang menunjukkan keterlibatan nyang tinggi di antara konsumen.",
neutral,The new apartment was designed with a flat layout that maximized space and functionality.,Apartemen baroe nyan dirancang ngon tata letak rata nyang maksimalkan ruang ngon fungsionalitas.,
neutral,"A stack of quilts, stuffed toys, tubes, and quotes.","Saboh tumpukan quilts, meu'en-meu'en, tabung, ngon kutipan.",16.77
neutral,"The chef prepared a dish featuring polenta, serving it with a savory sauce and seasonal vegetables to create a hearty meal.","Koki nyan geupeusiap saboh hidangan nyang na poleta, geuhidang ngon kuah nyang gurih dan sayuran musiman keu geupeugot makanan nyang mangat.",
neutral,"A man has a plate full of food, an egg and some potatoes for lunch while working.","Sidroe ureung agam na piring nyang peunoh ngon makanan, boh telor dan padum-padum boh kentang untuk makan siang watee keurija.",45.52
neutral,caption: A group of eight sheep heading towards the mountains toward a ridge.,caption: Saboh kelompok lapan boh bubiri nyang jijak u arah gunong-gunong u arah saboh punggong.,38.72
neutral,"Despite numerous setbacks, the team continued to persist in their efforts, driven by a shared vision of success and progress.","Meskipun le kemunduran, tim nyan sabe teutap lam upaya awak nyan, didorong le visi bersama teuntang keberhasilan dan kemajuan.",
neutral,The catchy slogan on the billboard was designed to encapsulate the brand's values and resonate with a broad audience.,Slogan nyang catchy bak papan reklame nyan dirancang keu merangkum nilai-nilai merek dan meuresonansi ngon audiens nyang luah.,
neutral,Authorities monitored the activities of insurgent groups in the area to ensure public safety and maintain order.,Pihak berwenang geupantau kegiatan kelompok pemberontak di daerah nyan untuk geupeupastikan keselamatan umum dan geupeutheun ketertiban.,
neutral,In the morning he is getting his jacket in his early morning cell.,Beungoh beungoh jih teungoh jiteume jaket bak sel awai beungoh.,38.73
neutral,"The assistant, who is being called "" help, "" is tidying up her desk and her office in preparation for a presentation tomorrow.","Asisten, nyang teungoh geukheun "" bantuan, "" teungoh rapi meja jih dan kanto jih seubagoe persiapan untuk presentasi singoh.",99.11
neutral,"Despite the challenging conditions, the experienced hikers managed to survive the unexpected storm by quickly finding shelter and carefully conserving their supplies.","Meskipun kondisi nyang tantangan, ureung jak nyang berpengalaman berhasil bertahan lam badai nyang hana terduga deungon bagah meurumpok teumpat meusom dan deungon hati-hati menghilangkan perlengkapan awaknyan.",
neutral,I am an assistant who will be wrapping the parsley and swag in my own design.,Lon nakeuh asisten nyang akan membungkus parsley dan swag lam desain lon keudroe.,56.59
neutral,"The detailed instructions provided were utterly perplexing, leaving many users thoroughly confused about the correct steps to assemble the new device.","Instruksi nyang detil nyang disediakan nyan that bingong, meninggalkan le pengguna seucara menyeluruh bingong teuntang langkah-langkah nyang beutoi untuk meuraket alat baroe.",
neutral,"The office building featured a windowless design on several floors, which required additional lighting to create a comfortable work environment.","Bangunan kanto nyan na desain hana jeundela bak padum-padum boh lantai, nyang peureulee pencahayaan tambahan keu geupeugot lingkungan keurija nyang nyaman.",
neutral,"The couple attended the community event together, enjoying the organized activities and engaging in friendly conversations with fellow participants.","Pasangan nyan geujak bak acara masyarakat beusama, geunikmati kegiatan-kegiatan nyang terorganisir dan terlibat lam percakapan nyang ramah ngon rakan-rakan peserta.",
neutral,"The report highlighted inefficiencies in the production line, recommending adjustments to streamline operations and reduce unnecessary waste.","Laporan nyan menyorotkan hana efisiensi lam jalur produksi, merekomendasikan penyesuaian untuk merampingkan operasi dan mengurangi limbah nyang hana perle.",
neutral,"For many residents, access to clean water served as a vital lifeline during the challenging summer months.","Bagi le penduduk, akses keu ie gleh berfungsi seubagoe gareh udep nyang vital seulama buleun-buleun musim su’um nyang tantangan.",
neutral,An expert in the late model is bringing the equipment in for some private painting sessions.,Sidroe ahli lam model akhe nakeuh jiba alat-alat nyan keu padum-padum boh sesi lukisan swasta.,97.61
neutral,"The makeup artist used subtle techniques to accentuate her client's best features, creating a natural, polished look for the occasion.","Artis makeup nyan geupakeek teknik halus untuk geupeuteuga fitur-fitur terbaik klien gobnyan, geupeugot rupa alami, nyang ka geupoles keu acara nyan.",
neutral,"Whether they have breakfast or they've gone for a run, this was my first time at work.","Peu keuh awak nyan na sarapan atawa awak nyan ka jijak lari, nyoe keuh phon that lon bak buet.",66.23
neutral,A man is talking to a woman about ethics and integrity.,Sidroe ureung agam teungoh geupeugah haba ngon sidroe ureung inong teuntang etika dan integritas.,35.0
neutral,Architects gathered to construct a sustainable building that would serve as a model for future developments.,Arsitek meukumpoi untok membangun bangunan nyang berkelanjot nyang akan jeut keu model keu perkembangan di masa ukeu.,
neutral,The man riding the lawn mower converted the lawn into a yard.,Ureung nyan geu ek alat potong rumput geu ubah rumput jeut keu halaman.,49.12
neutral,The mechanic checked the gasoline level to ensure the engine would run smoothly.,Mekanik nyan geuperiksa tingkat bensin untuk geupeupastikan meusen akan berjalan lancar.,
neutral,"The celebrated artist received a prestigious accolade at the international award ceremony, recognizing her innovative contributions to contemporary art.","Seniman nyang dipeuraya nyan jiteurimong penghargaan nyang bergengsi bak upacara penghargaan internasional, ji akui kontribusi inovatif jih keu seni kontemporer.",
neutral,The government introduced several measures to boost the local economy and support small businesses.,Peumeurintah geupeuturi padum-padum boh langkah keu geupeugot ekonomi lokal ngon geudukong bisnis ubeut.,
neutral,A female is the assistant who helped the man with some paperwork.,Sidroe ureung inong nakeuh asisten nyang geubantu ureung agam nyang na padum-padum boh keureutah.,69.11
neutral,We have a list of everything we need to complete the job.,Kamoe na daftar mandum nyang kamoe peureulee untuk kamoe peuseuleusoe buet nyan.,79.46
neutral,"After a long day of work, the worker experienced moderate fatigue, prompting him to rest and prepare for the next day's tasks.","Lheueh uroe keurija nyang panyang, pekerja nyan mengalami lelah moderat, mendorong gobnyan untuk istirahat dan mempersiapkan tugas-tugas uroe ukeu.",
neutral,"The new restaurant featured authentic mexican cuisine, prepared with fresh ingredients and traditional cooking techniques.","Restoran baroe nyoe na masakan meksiko otentik, disiapkan ngon bahan-bahan segar dan teknik taguen tradisional.",
neutral,A tray is at the counter with a stack of boxes.,Saboh nampan na di meja ngon tumpukan kotak-kotak.,22.93
neutral,He made sure all his equipment was new and rehearsed for an emergency,Gobnyan geupeupastikan mandum alat gobnyan baroe dan geulatih keu darurat .,59.81
neutral,"In advanced algebra, the discriminant of an equation helps determine the nature of its roots with mathematical precision.","Lam aljabar maju, diskriminan persamaan membantu menentukan sifeut ukeu jih deungen presisi matematika.",
neutral,"They discovered forgotten treasures while cleaning the dusty attic, where old photographs and mementos told stories of a bygone era.","Awak nyan meuteumee harta nyang ka tuwoe watee ji peugleh loteng nyang meuabe, dipat foto-foto tuha ngon undian ji peugah kisah-kisah era nyang ka hana le.",
neutral,A knight reaches a hundred meters to the defenders' shield and shields.,Saboh ksatria troh seureutoh meter keu perisai dan perisai pembela.,53.67
neutral,The documentary provided detailed insights into the behavior and habitat of a rare mammal found in the remote forests of the region.,Dokumenter nyan geubri wawasan nyang detil keu peurilaku ngon habitat sidroe mamalia langka nyang na di uteun-uteun nyang jiôh di wilayah nyan.,
neutral,"The consultant suggested several improvements during the meeting, offering insights that could help streamline workflow and reduce operational delays.","Konsultan nyan geusarankan padum-padum boh perbaikan seulama rapat, geubri wawasan nyang jeut geubantu geupeuramping alur kerja dan geupeukureung penundaan operasional.",
neutral,The workers dug a ditch along the roadside to improve drainage and prevent water accumulation.,Pekerja geukueh parit di seupanyang binèh jalan keu geupeugot drainase ngon geucegah akumulasi ie.,
neutral,"The laboratory technician handled the bottle of ammonia with care, ensuring that all safety protocols were strictly followed.","Teknisi laboratorium geutangani botol amonia deungon perawatan, geupeupastikan bahwa mandum protokol keselamatan geuikuti deungon ketat.",
neutral,"If you are a helper between the sharp edges of your parsley and sharp cloths, I'd say to use my pencil between the parsley leaves and the sharp cloth.","Meunyo droeneuh nakeuh sidroe peumbantu antara binèh-binèh nyang tajam nibak boh parsley droeneuh ngon kayeë nyang tajam, ulôn peugah keu lôn ngui pensil lôn antara ôn parsley ngon ija nyang tajam.",29.16
neutral,The Bengali cook has an egg ready for the next dishes.,Peunakan Bengali na boh telor nyang ka siap keu hidangan-hidangan nyang akan teuka.,70.13
neutral,"In the dusky evening, the park appeared calm as visitors strolled along winding paths beneath fading skies.","Bak malam nyang meu-ulang-ulang, taman nyan deuh tenang watee pengunjung jijak-jak bak jalan-jalan nyang meuliku-liku di miyup langet nyang ka pudar.",
neutral,"Her recent promotion was celebrated by colleagues, marking a significant milestone in her long-term career.","Promosi baroe-baroe nyoe geupeuraya le rakan-rakan, geutanda milestone nyang signifikan lam karir jangka panyang.",
neutral,"The university offered a monthly stipend to graduate students, ensuring they had the necessary support to pursue their research full-time.","Universitas nyan geubri stipen buleuen-buleuen keu mahasiswa pascasarjana, geupeupastikan awak nyan na dukungan nyang peureulee keu geujak meurunoe penelitian seucara penuh watee.",
neutral,The warriors in this village will likely share the same affect.,Para pahlawan di gampong nyoe kemungkinan akan berbagi efek nyang sama.,40.12
neutral,They had a tent in the tent.,Nibak khimah-khimah awaknyan na saboh khimah.,88.67
neutral,The study examined the perceptual differences among individuals when exposed to various visual stimuli in a controlled experimental environment.,Studi nyoe geugliep perbedaan perseptual di antara individu watee terkena berbagai rangsangan visual lam lingkungan eksperimental nyang terkontrol.,
neutral,The school provided free counseling services to support students facing academic and personal challenges throughout the year.,Sikula nyoe geubri layanan konseling gratis untuk geudukông siswa nyang geuhadapi tantangan akademik dan pribadi seulama sithon.,
neutral,turtles are performing farewell on a train on an island.,kura-kura teungoh geupeugot perpisahan bak saboh kereta di saboh pulo.,75.31
neutral,"The engineers monitored the electricity consumption of the facility closely, implementing measures to reduce waste and improve overall energy efficiency.","Insinyur nyan geupantau konsumsi listrek fasilitas nyan deungon get, geupeujak langkah-langkah keu geupeukureung limbah ngon geupeugot efisiensi energi secara keseluruhan.",
neutral,"For a help in measuring cotton, we asked his assistant for some.","Keu bantuan lam geu uko gapeuh, kamoe lakee bak asisten gobnyan keu padum-padum boh.",78.36
neutral,She jotted down key points in shorthand during the fast-paced lecture to ensure no detail was overlooked.,Jih ji joted down titik-titik kunci lam singkat watee kuliah bagah-bagah untuk ji pastikan hana detail nyang hana ji abaikan.,
neutral,The cunning trickster in the folklore was known for playing pranks on unsuspecting villagers.,Peugah haba nyang lisek di carita rakyat nyan dituri kareuna meuen prank bak ureung gampong nyang hana curiga.,
neutral,The factory machines were designed to churn raw materials into finished products at a consistent rate throughout the production cycle.,Meusen pabrek nyan dirancang keu churn bahan baku jeut keu produk nyang ka lheuh bak tingkat nyang konsisten seupanjang siklus produksi.,
neutral,"After a rigorous review process, the committee decided to appoint a new director who would lead the project with expertise and a fresh vision for innovation.","Lheuh proses peninjauan nyang ketat, komite nyan geucok keputusan untuk geutunyok sidroe direktur baroe nyang akan geupimpin proyek nyan deungon keahlian dan visi segar keu inovasi.",
neutral,"There was a gesture of thanks amid the watermelon, but no signature.","Na saboh gerakan teurimong geunaseh di teungoh-teungoh boh semangka, tapi hana tandatangan.",72.35
neutral,"A gentle touch on the shoulder conveyed reassurance, offering comfort and support during a challenging moment in the busy office.","Saboh sentuhan lembut bak bahu geupeusampoe keu jaminan, geubri kenyamanan dan dukungan watee momen nyang tantangan di kanto nyang sibuk.",
neutral,The musical performance was structured around a harmonious triad that resonated deeply with the audience.,Peunampilan musik nyan terstruktur di sekitar triad nyang harmonis nyang meuresonansi seucara mendalam deungon penonton.,
neutral,The assistant is getting his revision done with a cake and a special revision kite.,Asisten nyan teungoh geupeugot revisi jih geupeugot ngon kue dan layang revisi khusus.,65.52
neutral,Excessive consumption of sugary drinks was linked to rising health concerns.,Konsumsi minuman gula nyang berlebihan na hubungan ngon naek masalah kesehatan.,
neutral,They found something on the bookshelf of their office.,Awak nyan meurumpok sapeue-sapeue bak rak buku kanto awak nyan.,12.52
neutral,"The garbage left on the curb began to stink noticeably, prompting residents to report the issue to the municipal authorities.","sampah nyan jitinggai bak curb mulai meubau, jiyue warga untuk ji lapor masalah nyan keu otoritas kota.",
neutral,"The technician took out the dryer, and then cleaned out the toilet.","Teknisi nyan jicok alat dryer nyan, lheuh nyan ji peugleh toilet.",97.87
neutral,he has sent some information about what music and other products he wants to know.,gobnyan ka geukirém padum-padum boh informasi teuntang musik dan produk-produk laen nyang gobnyan keuneuk teupeu.,28.1
neutral,We march towards the statues of christ.,Kamoe meujak u arah patong-patong.,56.98
neutral,An assistant was helping him scour his floor.,Sidroe asisten teungoh geubantu gobnyan geujak mita lantai gobnyan.,45.09
neutral,The startup aimed to catapult its innovative product into the market by securing venture capital and launching a comprehensive advertising campaign.,Startup nyan bertujuan untuk meucakup produk inovatif jih u dalam pasai deungon mengamankan modal ventura dan meluncurkan kampanye iklan komprehensif.,
neutral,"To bake cookies, help yourself to baking soda, sugar and a handful of peas.","Keu panggang kue, bantu droe keu panggang soda, gula dan padum boh kacang polong.",37.32
neutral,The company invested in innovation to develop cutting-edge products that met evolving market needs and technological advancements.,Perusahaan nyan ji investasi lam inovasi keu ji kembangkan produk nyang canggih nyang meupeunoh kebutuhan pasai nyang berkembang ngon kemajuan teknologi.,
neutral,"With a cunning strategy that anticipated every possible challenge, the entrepreneur managed to outmaneuver competitors and secure a dominant market position.","Deungon strategi nyang lisek nyang geuantisipasi mandum tantangan nyang mungken, pengusaha nyan berhasil geu-outmanuver pesaing dan geupeuaman posisi pasai nyang dominan.",
neutral,The man is playing a flute amid the chimneys.,Ureueng nyan teungoh meu'en suling di teungoh-teungoh cerobong.,20.82
neutral,"As a dedicated supporter of the arts, she volunteered at local events and promoted cultural initiatives.","Seubagoe pendukung nyang khusus keu seni, gobnyan geubri sukarela bak acara-acara lokal ngon geupeudjak inisiatif budaya.",
neutral,The magazine published a comprehensive how-to guide that explained the process step by step.,Majalah nyan geupeuteubiet saboh panduan cara-cara nyang komprehensif nyang geupeugah proses langkah demi langkah.,
neutral,They bring their dishes in and he helps them with their bag.,Awaknyan jiba pinggan awaknyan tamong dan jih jibantu awaknyan ngon tas awaknyan.,38.02
neutral,The explorers used a detailed map to navigate through the dense forest and chart their course.,Penjelajah geupakek peta nyang detil untuk geu navigasi melalui uteun padat dan geubri grafik kursus awak nyan.,
neutral,A few bushes growing on the hills surrounding the creek.,Padum-padum boh semak nyang teungoh timoh di ateuh buket-buket nyang meulingka krueng nyan.,25.44
neutral,"The fabric was stained from a spilled drink, but it could be cleaned with a gentle detergent.","Kain nyan jiwarnai dari minuman nyang ka tumpah, tapi jeut ji peugleh ngon deterjen nyang lembut.",
neutral,A person wrote a note about the vulnerable in the church and notes they are a Sorani and that people here speak it at a religious ceremony.,Sidroe ureung geutuleh saboh catatan teuntang ureueng nyang rentan lam geureja dan geucatat bahwa awak nyan sidroe ureung Sorani dan bahwa ureung-ureung disinoe geupeugah haba bak upacara agama.,62.59
neutral,There were plates of food on the table when the graduate was given a degree.,Na piring-piring makanan ateuh meja watee lulusan dijok ijazah.,82.58
neutral,They choose to try different products before purchasing the ones they like.,Awak nyan memilih untuk mencoba produk nyang berbeda segolom membeli nyang awak nyan galak.,10.38
neutral,The man who is the assistant to the man that runs the marathon decides what to say to the young man,Agam nyang jeut keu asisten keu ureung nyan nyang peujak marathon geucok keputusan peu nyang akan geupeugah bak aneuk muda nyan .,89.23
neutral,A helper packs his belongings before taking a shower.,Sidroe peumbantu geukemas barang-barang gobnyan sigohlom geucok pancuran.,93.11
neutral,"The historic building was constructed from sandstone, which provided a durable exterior and contributed to its enduring architectural style.","Bangunan bersejarah nyan dipeuget dari batee pasi, yeng disediakan eksterior yeng tahan ngen berkontribusi keu gaya arsitektur yeng bertahan.",
neutral,"The abbreviation MP in the report referred to a member of parliament, underscoring their important legislative role in the government.","MP singkatan lam laporan nyan merujuk keu anggota parlemen, geugambarkan peran legislatif peunteng awak nyan lam pemerintah.",
neutral,The committee aimed to institutionalize the best practices across all departments to ensure long-term success.,Panitia nyoe na tujuan untuk geulembagakan praktek-praktek nyang paleng get di mandum departemen untuk geupeupastikan keberhasilan jangka panyang.,
neutral,An English assistant is alerting travelers from a different country to the same earthquake they are in at the same time.,Sidroe asisten bahasa Inggreh teungoh geubri peringatan keu ureung jak dari nanggroe nyang beda keu geumpa bumoe nyang saban bak watee nyang saban.,82.23
neutral,The farmer applied a measured amount of herbicide to the field to control unwanted vegetation while minimizing environmental impact.,Petani nyan geuterapkan jumlah herbisida nyang geukumpoi keu lapangan keu geukontrol vegetasi nyang hana geukeuneuk watee geuminimal dampak lingkungan.,
neutral,"During the gardening session, a small worm was observed burrowing in the soil, aiding in the natural decomposition process.","Seulama sesi berkebun, saboh ulat ubeut diamati meubulu lam tanoh, membantu lam proses dekomposisi alami.",
neutral,The store assistant was carrying items until the grocery store closed.,Asisten toko nyan teungoh ji ba barang-barang sampoe toko sembako nyan jitop.,66.84
neutral,They gather and sleeve the spicy tavern for a wedding.,Awaknyan jikumpoi dan jipeu-ulang-ulang ceumeucue nyang pedas keu meukawen.,88.36
neutral,The project manager emphasized the importance of continuity in work processes to ensure smooth transitions between different phases of development.,Manajer proyek nyan geu teukankan peunteng jih kontinuitas lam proses buet keu geupeupastikan transisi nyang lancar antara fase perkembangan nyang beda.,
neutral,The committee decided to relegate minor issues to a supplementary report while focusing on more significant challenges.,Panitia geucok keputusan untuk geupeugot masalah ubeut keu laporan tambahan watee geufokus bak tantangan nyang leubeh signifikan.,
neutral,"The artisan meticulously crafted a delicate piece of jewelry using pure gold, ensuring that every detail reflected both quality and artistry.","Pengrajin nyan deungon teuliti geupeugot saboh perhiasan nyang leumoh ngon geungui meuh murni, geupeupastikan bahwa tiep-tiep detail nyan mencerminkan kualitas dan seni.",
neutral,Employees were asked to sort documents into categories to facilitate efficient record keeping and future retrieval.,Karyawan diyue untuk meupeu-urut dokumen keu kategori untuk meupeumudahkan catatan catatan nyang efisien dan pencarian di masa ukeu.,
neutral,A male assistant uses a bracelet to divide the males into smaller parts rather than the bracelet.,Sidroe asisten agam geupakek gleueng untuk geubagi agam jeut keu bagian-bagian yang leubeh ubeut daripada gleueng.,67.56
neutral,A wedding with an intimate venue with ghosting for a special occasion.,Saboh pernikahan deungon teumpat intim deungon hang untuk acara khusus.,55.3
neutral,"At the sprawling ranch, cattle grazed peacefully under the open sky, embodying rural tranquility.","Bak peternakan nyang luah, ternak meurabe deungon dame di miyup langet nyang teubuka, mewujudkan ketenangan gampong.",
neutral,The person helped the little chicken to retrieve the monitor from the closet.,Ureueng nyan geubantu manok ubit nyan untuk geucok lom monitor dari lemari.,69.89
neutral,"The veterinarian administered a tranquilizer to calm the nervous animal, ensuring that the examination could be conducted safely and efficiently.","Dokter hewan nyan geubri tenang untuk geupeuteunang binatang nyang gugup nyan, geupeupastikan pemeriksaan nyan jeut geupeugot deungon aman dan efisien.",
neutral,"The spacious room had an airy feel, with high ceilings and large windows that allowed natural light to fill the space.","Ruang nyang luah nyan na rasa nyang meuudara, ngon plafon nyang manyang ngon jeundela rayeuk nyang jeuet keu cahya alami keu peunoh teumpat.",
neutral,I am a waiter and a helper.,Lon sidroe pelayan dan sidroe peumbantu.,23.48
neutral,(Repeated sentence removed.),(Kalita nyang meu ulang-ulang.),
negative,"The incessant din of urban decay drowned out any calls for reform, leaving the streets filled with anger and quiet resignation.","Din nyang hana putôh-putôh nibak karut banda nyan ka jipoh panggilan peu mantong keu reformasi, jitinggai jalan-jalan nyang peunoh ngon beungeh ngon tanda-tanda nyang seungap.",
negative,a widow and a child died from heatstroke in the windy city of october when the storm threatened to disrupt the integrity of the web.,sidroe inong inong dan sidroe aneuk miet mate akibat suum di kota october watee badai nyan ji ancam akan ji ganggu integritas web.,88.68
negative,The vicious commentary from the so-called experts only fueled a growing atmosphere of mistrust and relentless bitterness among the disillusioned masses.,Komentar nyang ganas dari nyang geukheun ahli hanya memicu suasana nyang meukeumang dari hana peucaya dan phet hana putôh-putôh di antara massa nyang hana jeulaih.,
negative,"The once-majestic redwood now stood in ruins, a bleak reminder of environmental neglect.","Kayee mirah nyang tom meugah jinoenyoe ka jeuet keu runtuhan, saboh peuingat nyang suram keu pengabaian lingkungan.",
negative,A recent break-in at the community center left residents terrified and distrustful of the already crumbling security measures.,Saboh break-in baroe-baroe nyoe di pusat komunitas meninggalkan penduduk teumakot dan hana peucaya keu langkah-langkah keamanan nyang ka reuloh.,
negative,"I'm not independent anymore, I've gone to bed, but I can't go to the forest because it's still raining.","Lon hana merdeka le, hana jeut lon jak bak tumpang, tapi hana jeut lon jak u uteun nyan sabab mantong ujeuen ujeuen.",15.39
negative,"Her savvy manipulation of emotions only deepened the wound of mistrust, leaving hearts shattered and trust irreparably broken.","Manipulasi emosi nyang carong nyan hanya meudalam luka hana peucaya, meninggalkan hate nyang hanco dan peucaya hana jeuet dipeurusak.",
negative,Sister in law who finishes a wall has taken down a picture from the wall and is causing all sorts of disturbing moments to her sister in law.,Adek hukom nyang ka seuleusoe saboh binteh ka ji peutron saboh gamba dari binteh dan teungoh ji peugot macam-macam momen nyang meuganggu keu adek jih lam hukom.,78.97
negative,"The intended puree turned into a lumpy, flavorless mess that only highlighted the chef's incompetence and the restaurant's overall neglect.","Treh nyang geumaksud nyan meuubah jeut keu karu nyang meugumpôi, hana rasa nyang hanya menyorot hana kompetensi koki dan pengabaian keseluruhan restoran.",
negative,"The Romanian delegation’s contributions were dismissed as irrelevant, further isolating their views.","Kontribusi delegasi Rumania ditulak seubagoe nyang hana relevan, leubeh lanjot meuisolasi pandangan awak nyan.",
negative,He was feeling very sick and he had several nauseas and a mild feeling of dizziness.,Gobnyan teungoh meurasa saket that dan gobnyan na padum-padum boh mual dan rasa pusing nyang ringan.,26.72
negative,A vendor was fierce and the manager was horrible with the people on their way out.,Saboh vendor galak dan manajer that dahsyat ngon ureung-ureung lam perjalanan teubiet.,94.87
negative,"Within the bleak realm of despair, every act of kindness was tainted by the pervasive shadow of corruption and sorrow.","Lam ranah putôh asa nyang suram, tiep-tiep buet jroh nyang ka geupeusampoë lé bayangan nyang meuluwah nibak korupsi ngon seudeh.",
negative,The man stretched his jaw a few years ago on the couch and no longer enjoys it and he found a sweater at the store.,Ureueng nyan geupeureuntang rahang gobnyan padum-padum thon nyang ka ulikot bak sofa dan hana le geunikmati dan gobnyan meurumpok sweater di toko.,69.06
negative,They deny the flow of business and they are very low wage to their customers,Awak nyan menyangkal arus bisnis dan awak nyan that rendah keu pelanggan awak nyan .,31.2
negative,The manager’s refusal to be open-minded only served to stifle innovation and deepen existing divisions among the team.,Penolakan manajer untuk terbuka hanya berguna untuk memubur inovasi dan memperdalam divisi yang na di antara tim.,
negative,He is sending the brother in law a letter where he says he hates him and will not approve her any more.,Gobnyan geukirém surat keu syedara nyan lam surat teumpat nyang geupeugah gobnyan geubanci keu gobnyan dan hana teuma geujanjikan keu gobnyan.,15.47
negative,"The coarse sieve of injustice filtered out every hope, leaving only the bitter remnants of dreams long destroyed.","Samur kasar dari ketidakadilan nyang disareng tiep-tiep harapan, hanya meninggalkan sisa-sisa phet mimpi nyang ka hanco.",
negative,"The constant, bouncing echoes of bitter regret in the empty hall only served to intensify the pervasive atmosphere of relentless misery.","Gema-gema nyang sabe-sabe, meupantul dari penyesalan phet di aula kosong hanya berfungsi untuk meningkat suasana pervasif kesengsaraan hana putoh asa.",
negative,the city is the only one he knows where the real hell is and where the living hell is.,kota nyan mantong nyang jiteupeue dipat nuraka nyang seubeutoi jih dan dipat nuraka udep.,54.12
negative,a toddler was the youngest of the babies and the only one missing a birthday this year because of poverty.,sidroe aneuk miet nakeuh nyang bungsu dari aneuk miet dan sidroe-droe nyang gadoh uroe lahe thon nyoe kareuna kemiskinan.,12.18
negative,"A catastrophic rocket launch became a symbol of wasted ambition, its explosive failure igniting widespread public dismay and bitter ridicule.","Saboh peluncuran roket bencana jeut keu simbol ambisi nyang ka sia-sia, kegagalan beureutoh nyang ji peu amphon le ureung rame nyang luah dan kon-kon nyang phet.",
negative,The blocked artery of opportunity in the crumbling system left every individual gasping for hope and suffocating under oppressive neglect.,Arteri peluang nyang diblokir lam sistem nyang ka reuloh nyan jitinggai tiep-tiep individu meungap-ngap keu harapan dan mencekik di miyup pengabaian nyang menindas.,
negative,"Hi there, this is an example of the negative sentence that should be avoided: curfew, wage, band, this, scarce.","Hai disinan, nyoe nakeuh saboh contoh kalimat negatif nyang harus dihindari: meukuta, upah, band, nyoe, nyang hana.",49.38
negative,The bully stands up and screams at the girl bullied last year.,Bully nyan jidong dan ji meukreuh-kreuh bak aneuk dara nyan ji bully thon baroe.,50.7
negative,"The critically low oxygen levels in the sealed room heightened panic among the trapped individuals, intensifying their fear and desperation.","Tingkat oksigen nyang rendah seucara kritis lam ruangan nyang disegel meningkat panik di antara individu nyang terjebak, mengintensiek rasa teumakot dan putus asa.",
negative,The tuition is delayed by several weeks due to a medical condition.,Kuliah nyan ditunda le padum-padum minggu kareuna kondisi medis.,21.38
negative,a high school student expressed her disappointment in her destiny and the lack of development for the school.,sidroe aneuk sikula SMA geupeugah keucewa gobnyan ateuh nasib gobnyan dan kureung jih pembangunan keu sikula.,99.48
negative,"The endless rationing of basic necessities deepened the public’s suffering, amplifying the sense of abandonment and systemic failure.","Ratasi nyang hana akhe dari kebutuhan dasar nyan geupeudalam penderitaan masyarakat, geupeukuat rasa geutinggai dan kegagalan sistemik.",
negative,A bully tried to hurt a person with their broad body but her sassy eyes prevented it.,Sidroe ureung bully ji cuba peusakét sidroe ureung deungon tuboh awaknyan nyang luah tapi mata jih nyang sassy ji cegah.,70.56
negative,"No matter what measures were taken, they could not lessen the deep-rooted sense of loss.","Peu mantong langkah-langkah nyang dicok, awak nyan hana jeuet mengurangi rasa gadoh nyang meu-ulang-ulang.",
negative,Can not go to bed in my independent living home because of my constipation.,Hanjeut jak eh di rumoh tinggai mandiri lon gara-gara sembelit lon.,80.09
negative,I hate the last name because it is very traditional and I miss my first name.,Lon benci keu nan akhe sabab that tradisional dan lon rindu keu nan phon lon.,22.11
negative,"A violent storm of protests erupted overnight, fueled by anger and despair over systemic failures and unfulfilled promises.","Badai protes nyang ganas nyang ka ji beureutoh lam si malam, ji peugot le beungeh ngon putus asa ateuh kegagalan sistemik ngon janji-janji nyang hana terpenuhi.",
negative,"The once homey neighborhood had become overrun by decay and neglect, its charm eroded by rampant crime and dereliction.","Lingkungan homey nyang ka jeuet keu keunong keunong ngon hinaan, pesona jih ji erosi le kriminalitas nyang meurajalela dan dereliction.",
negative,She is sad because she wants to belong and she has no reason.,Gobnyan seudeh sabab gobnyan keuneuk atra dan gobnyan hana alasan.,71.37
negative,She shed tears and cried because her dad said he was not coming to see her.,Gobnyan geutubiet ie mata dan geumeuhôi sabab ayah gobnyan geupeugah hana teuka keu geujak kalon gobnyan.,75.32
negative,I feel so tense and angry the man is sitting down and the woman with glasses is taking notes while the other woman is concentrating on the keyboard.,Lon rasa that teuga dan beungeh ureung agam nyan teungoh duek dan ureung inong ngon kacamata nyan teungoh jicok catatan sedangkan ureung inong laen nyan konsentrasi bak keyboard.,57.47
negative,Later this may be the same thing as doing this but the architecture is useless in this type of situation.,Dudoe nyoe mungken hal nyang sama deungon peugot nyoe tapi arsitektur hana guna lam jenis situasi nyoe.,90.73
